id,purchase_order_id,canonical_line_key,synthetic_data_flag
02b82783-cdd4-596a-b15a-fb98b29a7812,8a49100f-7ad5-504b-97aa-e2e012433499,POL-00000221,true
ea69a9e1-8a1f-5ed8-bb8d-7b38ab9ddbe3,4612ffcd-5245-50de-9da4-5459b1bfecd9,POL-00000222,true
8e267c4d-53d0-5cd1-9562-aaa9a5d390db,4612ffcd-5245-50de-9da4-5459b1bfecd9,POL-00000223,true
c30f42dd-18d6-58a3-9ebf-f777aa9e9143,24df502c-8572-5b01-83c8-45ab6f390188,POL-00000224,true
4bda4646-48cb-5f85-85cf-4842b63395bd,24df502c-8572-5b01-83c8-45ab6f390188,POL-00000225,true
83f86a5b-7c01-5480-9dad-403de265dc11,24df502c-8572-5b01-83c8-45ab6f390188,POL-00000226,true
fb856137-f680-538b-951b-be559e5af34b,24df502c-8572-5b01-83c8-45ab6f390188,POL-00000227,true
0aa69a85-defc-5f67-85a7-a0d8b7841d70,3293325d-5057-5563-88df-f5ee7a5b63fc,POL-00000228,true
2082e536-6068-5fe6-856a-20c451fd59e9,0b9d7765-dfe9-5350-80d8-008ea96e414c,POL-00000229,true
2d467a48-3bc0-5fc1-a2de-4dcd026bb5e0,0b9d7765-dfe9-5350-80d8-008ea96e414c,POL-00000230,true
20ba59f3-1b38-53bc-bbf2-181166b52f9e,0b9d7765-dfe9-5350-80d8-008ea96e414c,POL-00000231,true
5863a450-141c-52b2-8fc1-2c4f85ee9584,0b9d7765-dfe9-5350-80d8-008ea96e414c,POL-00000232,true
69a65c3d-a7ff-5cf9-88d3-bbdbb227db1f,ae3f3c36-873b-56e5-95e1-26ad58fef816,POL-00000233,true
67ef137e-c39a-5e4f-8c79-6e504a90a059,f9075a8e-6512-5bae-aa51-3107d619c54b,POL-00000234,true
f693e7f8-8b66-5437-a2ad-0af47c8511ba,f9075a8e-6512-5bae-aa51-3107d619c54b,POL-00000235,true
c23d9d48-d2e9-5905-875d-f7cbda995da5,c52e49d0-c6f2-500f-a9ac-c7559e6b512f,POL-00000236,true
5db09946-3506-5ce9-a2a3-6a726b8c4b94,083744f1-c358-53f7-ad3f-649d957cf293,POL-00000237,true
a96bc6d9-901a-5312-a24e-4c8f21580b7f,083744f1-c358-53f7-ad3f-649d957cf293,POL-00000238,true
34a36bf8-3ea7-5ede-a07b-642d7b72dafc,083744f1-c358-53f7-ad3f-649d957cf293,POL-00000239,true
cb0a58cb-6d7d-505e-ab03-fda7308eba39,5c67d664-2fc7-5704-a31d-29928b5f024f,POL-00000240,true
84f967e7-b08d-56de-be1d-10dfdf0dc623,cfaea660-d57c-5dae-8022-18af8c8f14fd,POL-00000241,true
1274e6f3-b6af-59f2-8b15-ec5273ce784b,3d6b3067-4a66-5356-9294-467544ac7a3f,POL-00000242,true
4f870043-6859-5bae-a261-596bfefeae64,3d6b3067-4a66-5356-9294-467544ac7a3f,POL-00000243,true
020bbbcf-ba14-5571-9371-84f63257bf60,3d6b3067-4a66-5356-9294-467544ac7a3f,POL-00000244,true
5096eb4b-57a6-5e02-9cb5-80fcce3dc454,3d6b3067-4a66-5356-9294-467544ac7a3f,POL-00000245,true
28e402f4-13cf-5b10-9fc1-61be6b12e430,3d6b3067-4a66-5356-9294-467544ac7a3f,POL-00000246,true
97b7ba0f-447c-5992-85e9-a76792aac805,3d6b3067-4a66-5356-9294-467544ac7a3f,POL-00000247,true
57091412-8265-5e6e-a668-f35f422b049f,601b404f-3046-5af8-9aec-6e40a592e877,POL-00000248,true
f562b0e3-e479-5200-845b-f38069e7f712,601b404f-3046-5af8-9aec-6e40a592e877,POL-00000249,true
6245ccde-23ea-5459-93da-2823b8af6b90,601b404f-3046-5af8-9aec-6e40a592e877,POL-00000250,true
48ed627a-0055-5133-b9bc-111f2f7c28f3,601b404f-3046-5af8-9aec-6e40a592e877,POL-00000251,true
dd4499bf-56bf-5b8d-88bf-c7cc009b76b7,0ca610d8-78f4-529c-b6dc-66be31b60d36,POL-00000252,true
34a94756-0101-53d3-ae7f-b13beb47b1c9,0ca610d8-78f4-529c-b6dc-66be31b60d36,POL-00000253,true
2164ee6f-8623-5da5-8c46-291823ffa56e,eb7ccf31-eb4c-5ac7-956d-4ec493b7cb19,POL-00000254,true
e352c6c8-f604-5992-8022-9093ab1ff4df,05cf541c-26fa-5cec-bebe-5ce667e1c014,POL-00000255,true
cdc0784f-19e1-507f-b963-e356d5f52824,aab9ae94-8a2b-552c-9ecd-036b7f5243db,POL-00000256,true
2c383d3a-d0b1-5dee-910d-a3b56916e241,aab9ae94-8a2b-552c-9ecd-036b7f5243db,POL-00000257,true
c1c8f959-e8b1-5e8c-a79d-f8566f1057cd,b63f7ace-4aa4-57c5-9c00-18b021774ee9,POL-00000258,true
fba26f22-480f-545e-839a-f909ba148543,93e6f333-95d7-5604-93fc-20d41f8c37d9,POL-00000259,true
6ab7ad2f-5c4d-569c-8389-8a4e4242e8a5,93e6f333-95d7-5604-93fc-20d41f8c37d9,POL-00000260,true
