id,receipt_transaction_id,delivery_schedule_id,allocation_sequence,allocation_bucket,allocated_base_quantity,po_line_id_for_validation,corrected_receipt_id,scenario_ids,scenario_types
2234ae70-7f23-5299-bafe-c0f42990cc9f,a0a95fbb-17f5-522a-9eb4-80edc1f10126,d182a406-840f-5093-ab7d-a484b9e6d010,1,schedule,51.0000,79058de5-6ced-5adc-801f-2adc8b6a1aae,,bdba19ca-e63e-5485-89ba-5e1789d06922,split_schedule
47385461-d5ad-5238-b74a-892b5f5cc469,a0a95fbb-17f5-522a-9eb4-80edc1f10126,ed05f3cc-84d8-5fe9-a514-cef0f5cacaf4,2,schedule,51.0000,79058de5-6ced-5adc-801f-2adc8b6a1aae,,bdba19ca-e63e-5485-89ba-5e1789d06922,split_schedule
210f1492-a4dc-542b-aa3c-a0f6283ed97f,a0a95fbb-17f5-522a-9eb4-80edc1f10126,044c7f67-b08e-5c1c-b199-c58b32b02473,3,schedule,51.0000,79058de5-6ced-5adc-801f-2adc8b6a1aae,,bdba19ca-e63e-5485-89ba-5e1789d06922,split_schedule
cfe3e2fe-3657-5aea-b7e1-660ca3eddf2e,a0a95fbb-17f5-522a-9eb4-80edc1f10126,,4,line_residual,10.8716,79058de5-6ced-5adc-801f-2adc8b6a1aae,,bdba19ca-e63e-5485-89ba-5e1789d06922,split_schedule
10bf2d1b-9dd2-59e5-a2f5-2e00851b70fa,d79ab670-c828-5bdb-939a-77fa0c6e1530,c0e1095c-ceb9-52dd-be54-b497b480e907,1,schedule,9920.0000,62da9cca-e860-54c6-bc92-f23053841f10,,5fb50fd7-b0d2-5543-8698-399b4f8b5099,split_schedule
1e47d143-5736-5356-a8c0-023c434cc362,d79ab670-c828-5bdb-939a-77fa0c6e1530,2b051a3c-4760-5e43-b2fb-48358e8bf14b,2,schedule,9920.0000,62da9cca-e860-54c6-bc92-f23053841f10,,5fb50fd7-b0d2-5543-8698-399b4f8b5099,split_schedule
a684b3f0-29d4-54ed-838c-e9cd4f883f51,d79ab670-c828-5bdb-939a-77fa0c6e1530,d16502a4-1dcd-5b05-abe7-ad132d8b2b8c,3,schedule,9920.0000,62da9cca-e860-54c6-bc92-f23053841f10,,5fb50fd7-b0d2-5543-8698-399b4f8b5099,split_schedule
462c5855-9e65-52a0-9def-8ffd2c1f35b4,4b56be3a-6084-59dd-89f0-062dfd0941de,c6678152-05e6-5534-8832-7e30d07d362c,1,schedule,591.0000,835b1afa-e602-50be-8f14-ad2dab6dbd0c,,aa52d56a-4289-5bd2-b460-1a0f9deea6e8,demand_shock
d0a4026b-5618-577b-87f0-e471c98ead9b,ba7d6799-b1f6-51cb-b2c2-2d507e005b37,c6678152-05e6-5534-8832-7e30d07d362c,1,schedule,591.0000,835b1afa-e602-50be-8f14-ad2dab6dbd0c,,aa52d56a-4289-5bd2-b460-1a0f9deea6e8,demand_shock
02452b88-a3a3-57e0-8dce-d1c404afc053,6a560ea0-e6a8-5c70-834d-b607e402587f,f3e99cbe-200f-5b30-a415-ccf86b9da458,1,schedule,1716.0000,1bce04b7-af7d-5240-bb17-283c06d07e2c,,f9b7419a-d261-544e-b526-3ea3f62bbddc,demand_shock
d7c2f43d-c783-567e-98af-f86bde8dcecd,069d81f8-f256-5df6-b79e-3b9d15ddd657,4615f33f-00e7-50e2-ab90-b32e0f9e6697,1,schedule,213.0000,edfacbfe-c0e9-5b83-8a88-ea2ddade2505,,,
fcb6c9f3-ef51-540c-aa07-10141aef95d0,ab97e93e-0691-5c16-a345-7bceaa360c6b,d713c8c1-ab1c-54ba-86bf-593fe58cb9cb,1,schedule,1764.0000,e26658c5-824d-5ebd-a362-95b01d88784a,,,
7d9e298d-3eae-5e3c-8cc4-d215bd7461ae,a335c16f-6480-55dd-8dc8-b97ae0a01bc8,d3b62aa6-dae9-54ac-a468-853a61365eb3,1,schedule,9.0000,badea73f-2fb7-5106-b94b-ddad16222504,,,
23d5654b-dbf1-5b06-beaa-9fc7a3040f23,42802247-6746-5336-b6ce-828cffc549a8,e8c9585f-9fd1-55e5-b70c-657ed9329dab,1,schedule,2064.0000,63e8d0b5-1cdb-594b-a6f2-cf99b8ccc40c,,af0c3e80-55cd-5dc7-8479-d23c442763a9,missing_supplier_signal
1023538b-8fcb-5ad8-8f02-781dec578ab1,db4128ae-5aac-5a9a-bf90-a29f1495d94e,0b7f02b6-6cd8-5b76-911a-d0c438e13f0c,1,schedule,20520.0000,a47fefeb-7ed5-5842-a4bc-7f2387f48323,,eb53618d-a2b1-5537-bc77-47657fc911c5,demand_shock
fe7b9ed1-9997-5405-a046-2354d7299874,31ca9d5b-593f-5522-a958-f4bc11a3d1d9,1084308e-e31c-57aa-82b0-1bf7f8c0474b,1,schedule,3.0000,ae167c82-e1e3-5f71-a79c-b7bd04602684,,25696470-20e5-56fe-aa1b-99776191aa48,split_schedule
4710133a-4262-5ca2-b65a-ea22587b6634,31ca9d5b-593f-5522-a958-f4bc11a3d1d9,58507da5-4c1b-5169-8eb8-21f75048ac89,2,schedule,3.0000,ae167c82-e1e3-5f71-a79c-b7bd04602684,,25696470-20e5-56fe-aa1b-99776191aa48,split_schedule
549bcb4a-57b3-54a0-a6ef-f341449f1029,31ca9d5b-593f-5522-a958-f4bc11a3d1d9,de91fc44-fb7a-5e7a-af4d-a5521915111c,3,schedule,3.0000,ae167c82-e1e3-5f71-a79c-b7bd04602684,,25696470-20e5-56fe-aa1b-99776191aa48,split_schedule
cd0b6ee1-abfd-5d19-84b9-40f8461d454b,b581dc9c-5ddb-5453-a513-a26b833a6e69,c1019c75-a7ed-5f28-bf2f-bd0bb7f5689a,1,schedule,860.0000,bf65fab1-9bb1-5c27-8057-6245bcb4145f,,,
2f4ddbd8-6f76-53fb-81e8-a0c162ed1627,1025d895-a101-562f-af46-53f4f7f53655,c1019c75-a7ed-5f28-bf2f-bd0bb7f5689a,1,schedule,860.0000,bf65fab1-9bb1-5c27-8057-6245bcb4145f,,,
55d74771-a8d4-5abb-ae9f-f0e339e8ca20,02e6a3ed-d025-587e-8cfd-f2e089860797,c1019c75-a7ed-5f28-bf2f-bd0bb7f5689a,1,schedule,860.0000,bf65fab1-9bb1-5c27-8057-6245bcb4145f,,,
f95b70fb-a597-5090-b53f-bb26eeeb1e46,0c25d0f0-29a7-50ea-8863-80bdfc45f3cf,,1,line_residual,17.2000,bf65fab1-9bb1-5c27-8057-6245bcb4145f,02e6a3ed-d025-587e-8cfd-f2e089860797,,
8ee0f902-b66c-5846-9c65-f06530ce5c41,071b4a18-2c6a-5b31-a27f-040ca016585c,d928c692-8360-5234-bc3c-522e201fd44d,1,schedule,26400.0000,95d2075c-06f6-5921-b556-b3801af2cc97,,066ea922-4197-565c-a5e8-198f34ba0710;7ecdd3b1-3066-5251-ad57-3ff5a81a2b79;b54f142e-810e-577c-8931-2910084fb9fb,demand_shock;supplier_deterioration;missing_supplier_signal
7feee3f3-489c-5c44-a6f6-bc10bb563e6d,2c615684-d747-584b-9b7b-99cf6589bfb3,726857ec-c5fc-50d6-a332-446b2c38d7de,1,schedule,1452.0000,c2e4bc54-bb14-5994-9714-79dedadc7d5a,,,
52ca5a95-aad5-5395-9b5e-5e66479a853d,bc680fbc-86fc-5d65-bd82-3bb81d629639,e614e598-972a-560c-b0f6-178e4921e6ce,1,schedule,25440.0000,51029d3e-8bcf-552b-ab8e-73a61667720c,,,
0ede17e6-5043-5f8f-8704-519f313fee7f,9279f165-5f48-5769-8fe2-7a7270db92f3,c6269d7b-72b7-5296-b7b8-11ad410a1086,1,schedule,204.0000,b3ad5c07-0879-50eb-8b63-c914819f4557,,,
7cbf37b9-8d68-5c13-bd35-a85a7580d84f,9279f165-5f48-5769-8fe2-7a7270db92f3,,2,line_residual,6.4476,b3ad5c07-0879-50eb-8b63-c914819f4557,,,
5551889d-6112-5244-8150-4cd7edd7b1fa,98d5a76a-fc1d-551c-852e-54b9cc765a9c,45717182-b534-50fb-be90-f364ce3b41b7,1,schedule,21.0000,908e4463-b10d-5c8b-bb53-54aea6287028,,,
122e679d-c06c-50e9-95b6-c2a89a72103a,db5c5a05-a343-59c6-a4a1-e510ed3912bc,c6e7a5fd-4265-55c2-ab2d-56e431a9b797,1,schedule,104160.0000,f16f9758-c3b7-5fdc-a33e-bbf4795057a8,,,
5ca976b7-0db6-55dc-a0b7-34f994ae9a73,37bab9f4-c7e0-5f4d-8a2d-3716301059e9,ea915e80-2062-57b4-a5d7-04b171725db7,1,schedule,24720.0000,71a874ad-7418-5660-a76c-cb742a43eef2,,,
d310710e-3310-551d-bd85-1d9b1531cd8c,969fcf5d-9f4a-58af-b673-735029399e80,c0b3842a-77a1-54c0-93ee-a34c89956334,1,schedule,28800.0000,52c00efb-e404-51dd-b010-f330cd8675df,,d03bc8ee-57d5-5a50-997e-23bea692fb3e,split_schedule
c0019478-b1c7-5fca-9d84-2e8ee4fab7aa,969fcf5d-9f4a-58af-b673-735029399e80,9b5b6722-83ae-5e6b-8888-7dd4ba3067ab,2,schedule,28800.0000,52c00efb-e404-51dd-b010-f330cd8675df,,d03bc8ee-57d5-5a50-997e-23bea692fb3e,split_schedule
107a6b2e-ef18-5651-ae76-d9f79fb5ba83,969fcf5d-9f4a-58af-b673-735029399e80,749c8fd3-5bee-549a-8809-bdeeada4141e,3,schedule,28800.0000,52c00efb-e404-51dd-b010-f330cd8675df,,d03bc8ee-57d5-5a50-997e-23bea692fb3e,split_schedule
38315e3a-20ff-5384-9085-4cb336fb7352,39056ff2-d7ce-58bb-add7-00e35f0910c5,8c075243-74bf-5171-99f2-c7be54a108f9,1,schedule,141.0000,e067cf82-399c-5a02-a0ab-60a00039a528,,,
36a9132f-51d6-5983-b5fe-c1bd2a17a9a9,346cde96-e0a0-5a8c-9f40-23a3eb7ead6d,d8846520-eee2-5a7c-a312-f22821e704bc,1,schedule,654.0000,7093b327-e34d-52b4-8804-c7205737e0d1,,,
77d8e2cf-d787-50b5-9f3b-dd4b9604b77c,47ffbc37-f703-5361-8c18-69f8fa2b7231,d8846520-eee2-5a7c-a312-f22821e704bc,1,schedule,654.0000,7093b327-e34d-52b4-8804-c7205737e0d1,,,
6ce8907f-415a-578e-a7e1-56834b4a0b0e,da350a83-121d-5b0a-9933-9d9a5bbfa2ae,d8846520-eee2-5a7c-a312-f22821e704bc,1,schedule,654.0000,7093b327-e34d-52b4-8804-c7205737e0d1,,,
46662b14-0279-55ca-a283-a8a743685d60,55dcf9c4-7d60-5871-9948-6ae582ad5494,d8846520-eee2-5a7c-a312-f22821e704bc,1,schedule,654.0000,7093b327-e34d-52b4-8804-c7205737e0d1,,,
959effe0-b5bd-5351-a47d-d4361062b1e9,21664f94-1a6e-5b1a-b6f7-5d0c35deeebc,9075f709-f6f3-58b2-85f5-16edb069f06d,1,schedule,528.0000,c3977d7b-a25a-5238-a4b2-dd1730c3a4c6,,,
0effa03e-bf1e-54d1-a78b-44198587c5b3,52b88534-d704-5642-853f-a90bd3d2e9eb,f153214a-d297-59db-b611-b17fab3e92b9,1,schedule,85440.0000,1986de63-67d9-5898-82f3-586c85389f7d,,,
9159c030-7736-5b80-b9ee-f69ed50febc7,eadbd921-ab09-55d7-8004-85a78cc2b235,55a9b8ec-0f54-53e2-a18d-87c4a0f08be4,1,schedule,2364.0000,79bd8471-f158-56c5-b380-bf24d630bbc4,,,
bdbbcec5-d974-5e87-8525-4c6310c897fc,dbc7f9a0-131a-5149-9ce8-ef0e64202f7b,ad5934ee-1f71-579b-8643-671d9fd7464c,1,schedule,176.0000,e2dc985e-3d7b-5249-8649-eb730712172d,,46d39da9-0e46-584a-a830-da928f525393,demand_shock
34ec7be2-530b-520f-982a-624f7eec7896,2fda4b9b-d97e-52d3-abe8-b936553e4a35,e762f642-9de3-555d-9d27-83e0814eb858,1,schedule,120.0000,9cc258ce-8584-5d52-bc8c-7e5177de3100,,,
c00f3016-c396-5ca3-8fa3-6ec411aac4a4,4626e501-19bc-543e-9853-6673dfd08efb,ee24e784-7ded-5f73-ac3b-4f14474b358d,1,schedule,8160.0000,84c77b48-cd90-57da-93fa-6524adc2ca64,,93337333-0a8e-5184-a0d9-1b993275a389,split_schedule
7ff55d53-5402-5e6a-ac74-4e22d23e9c10,4626e501-19bc-543e-9853-6673dfd08efb,485f61d2-7037-520c-a210-9c09b0a471c7,2,schedule,8160.0000,84c77b48-cd90-57da-93fa-6524adc2ca64,,93337333-0a8e-5184-a0d9-1b993275a389,split_schedule
596d9af0-76a1-53a8-b117-38415a218a7b,4626e501-19bc-543e-9853-6673dfd08efb,b4a9cd7e-a9d7-5863-a110-24c05498438a,3,schedule,8160.0000,84c77b48-cd90-57da-93fa-6524adc2ca64,,93337333-0a8e-5184-a0d9-1b993275a389,split_schedule
0c7c1544-c4c2-556d-b132-c76373064784,c15f4490-3606-5a12-bf58-349f7b985fdc,93c8976b-4247-50bb-ae48-bec374db91ba,1,schedule,22080.0000,dcdefc65-3772-584c-b071-3715bcd1f4ab,,a22ee62f-6bd9-56be-9b7a-8469367c9c99,split_schedule
fad90cbc-8651-51dd-b095-dbf251d08af0,c15f4490-3606-5a12-bf58-349f7b985fdc,cf5da044-1a0c-5a03-8cfe-655ff39abe64,2,schedule,22080.0000,dcdefc65-3772-584c-b071-3715bcd1f4ab,,a22ee62f-6bd9-56be-9b7a-8469367c9c99,split_schedule
1a18b446-d16b-57f2-b583-bef1efd52c36,eabd63e4-03bf-544d-b0de-badf1af22260,cb8d0ffb-c215-545a-9da3-48f9921de11e,1,schedule,15.0000,929837a9-fc2f-58b0-b586-e9d5549c4bf7,,,
aa2e7982-c68d-57d8-a914-fd23a50f746f,fe87b97a-dd34-51f4-9153-a3dcedb5d887,5af8a6f0-7423-5b55-8e92-c4306c0d7b95,1,schedule,6.0000,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,,,
5bbd9d4e-74db-520e-bdba-e95c7592aa3a,6ec14751-b41f-54c0-9ebe-261e064d0237,5af8a6f0-7423-5b55-8e92-c4306c0d7b95,1,schedule,6.0000,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,,,
c22c9025-fe21-5935-8f86-aaa24166e09f,536d0511-85c1-53bc-81f8-7c971b6ec357,5af8a6f0-7423-5b55-8e92-c4306c0d7b95,1,schedule,6.0000,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,,,
f8e07dea-6693-5910-8650-8d23a9954362,f236cd88-6492-5318-ac3b-d3f3ca79c200,5af8a6f0-7423-5b55-8e92-c4306c0d7b95,1,schedule,6.0000,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,,,
b9209cac-f861-55ce-9249-9a475dbd9a79,f5fa7fca-eb0c-5306-b9a1-14d9924c253d,8a438b36-f9b6-5ac9-ba61-57cc0fdfd0fa,1,schedule,103.0000,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,,d6a9d532-c3e1-5b45-85b4-584d42a3983c,split_schedule
13470271-bb7b-5154-83db-039542ee2ae6,f5fa7fca-eb0c-5306-b9a1-14d9924c253d,c6a86c43-be1c-56ed-808c-2f4120b05ade,2,schedule,103.0000,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,,d6a9d532-c3e1-5b45-85b4-584d42a3983c,split_schedule
112e7338-c8c4-5593-aef0-8890884f6788,7ce8418f-d4da-55ee-bfe5-d8fc35a7be22,5ec08152-f325-5fe4-ade4-6e68157ecd85,1,schedule,1716.0000,882b71bc-78a8-5c68-892e-0a1d21e8ab81,,,
afccd502-4239-57ed-a52f-7483b6e68f37,03720531-3b81-51d2-8c51-bd0a5735993b,5ec08152-f325-5fe4-ade4-6e68157ecd85,1,schedule,1716.0000,882b71bc-78a8-5c68-892e-0a1d21e8ab81,,,
b943ff4d-2c67-5501-b93e-1226d7280e9d,a95714b9-036e-5273-b0ad-04f39d0e9555,5ec08152-f325-5fe4-ade4-6e68157ecd85,1,schedule,1716.0000,882b71bc-78a8-5c68-892e-0a1d21e8ab81,,,
1c0ef122-ae77-507e-9bf7-a8d6f1532c82,e83c081e-a1b4-5e21-9cd4-f8b153b473e2,5ec08152-f325-5fe4-ade4-6e68157ecd85,1,schedule,1716.0000,882b71bc-78a8-5c68-892e-0a1d21e8ab81,,,
b8fd22fc-d224-5e47-a3b8-41990a6c2487,e4760574-68b1-5e15-9b1f-2cd1a429773a,3ee96326-d7c6-50f5-bcfe-e8d5b5cf2caa,1,schedule,18480.0000,de36a33a-a0d5-5131-bf84-251c788a2d19,,e998778c-940e-5678-b1e4-440458cc4cfd,missing_supplier_signal
e4b05b7f-d416-5036-ae74-d3cdf27d159a,21913dbc-c6f9-5805-b369-e881dda87c78,183e35b4-db11-5566-ba37-423edba20ac4,1,schedule,27600.0000,96a1841e-9c2b-5a52-b6f2-c80d4fc423d3,,,
614e093e-e416-5883-a100-742d108e1be8,053fdc9c-4973-5d95-82f9-408c0db84bb0,88966fd8-9556-5693-b8b9-140381c106c3,1,schedule,171.0000,c39c6ce8-69fb-5a2b-8b54-185a94119a47,,97911577-2637-5c70-a8ab-c204cd7b3e39,missing_inventory_signal
17b4b58f-303b-5e14-8022-4be5eeef9fde,0febce4a-5fe9-5fb6-87c4-47744fa08c3d,88966fd8-9556-5693-b8b9-140381c106c3,1,schedule,171.0000,c39c6ce8-69fb-5a2b-8b54-185a94119a47,,97911577-2637-5c70-a8ab-c204cd7b3e39,missing_inventory_signal
0930e878-3d5d-510f-8cde-c19c57059f8a,312cc696-d47b-56fc-a057-afb0e3583b09,6e357b15-a2bc-53d3-83bd-d6d85e579e68,1,schedule,1740.0000,ffbfb137-4af0-562a-abfa-3ed8803628f7,,,
6d107b7f-2cb9-5073-ae1c-7aa43b1fb5da,312cc696-d47b-56fc-a057-afb0e3583b09,,2,line_residual,71.4528,ffbfb137-4af0-562a-abfa-3ed8803628f7,,,
0bb4f3d0-04c8-572f-89bd-3d8ed450fb5d,ee1d5dbf-5954-5624-a264-42af1afa638b,6a9bde8d-9737-5e38-b81b-d232302e8b1d,1,schedule,203.0000,462f8a8a-6a22-55c4-8e10-5955c96cfd7c,,,
9a6af0f8-aab7-51d2-a11f-8c9e0f848ff1,e6d5bfbb-a4e5-5bfe-bb40-33ee3ace799a,c442ba06-f138-53bb-8a60-d2214aaf63ab,1,schedule,95520.0000,d2a8808c-fb88-5b33-ad8f-5757905a6f45,,,
3dc21fde-3ad2-5114-b355-4f4718db8a8d,d5020d27-9e43-5b11-a692-5f8c691bf94b,47e02093-9f66-5bff-8ddd-fdf75eb5af07,1,schedule,576.0000,d823b655-8b96-5352-adfb-b09cfe3ff09e,,,
6a290dab-661c-55a7-b878-ecb3982c0760,cf76d3eb-15e9-59f3-8b07-6dde4d77ef95,8a595dd8-0982-527b-86d1-5c99ffae9922,1,schedule,5880.0000,3dbc788e-4fc6-530a-baf4-e8588c4638c9,,f2007603-1ae9-5678-8de0-d0623e504294,split_schedule
0bece58c-c63b-5b59-a761-9e3efbbfa4e6,cf76d3eb-15e9-59f3-8b07-6dde4d77ef95,c7f9439a-5c7b-5bf4-8289-f0d196e96303,2,schedule,5880.0000,3dbc788e-4fc6-530a-baf4-e8588c4638c9,,f2007603-1ae9-5678-8de0-d0623e504294,split_schedule
13c6af1d-5ba2-59da-9b16-6f42592c3d8d,af2f85a5-15e0-55a3-bd40-660d366872ab,479eba56-0d36-5317-b741-86bf7ac70e86,1,schedule,5880.0000,3dbc788e-4fc6-530a-baf4-e8588c4638c9,,f2007603-1ae9-5678-8de0-d0623e504294,split_schedule
a4b3a356-e21b-5f48-a39d-1b0a764ac9ef,af2f85a5-15e0-55a3-bd40-660d366872ab,32b13a36-2970-580c-8684-9573584bd5db,2,schedule,5880.0000,3dbc788e-4fc6-530a-baf4-e8588c4638c9,,f2007603-1ae9-5678-8de0-d0623e504294,split_schedule
23d23016-05a7-57ac-aa7c-b83732369261,435602cb-6784-56e0-9101-22fa20bb40eb,fb3643a3-9a4e-5915-ad63-5ba26eb6edb6,1,schedule,33600.0000,4cdfb0cf-5c65-5736-96d0-2c3a18205662,,,
29f3a4c2-6358-5398-ab5b-3b01d51ef9ed,d5d2677d-e628-5d3e-aea4-dffadafd71a2,d500e2fa-f30e-5959-9328-f1c361ef5cf9,1,schedule,4752.0000,d74a323e-f134-5bee-a79a-ae9ca2302b36,,761f6b4e-c31b-5609-9dd1-6d14935e0e0a,split_schedule
62f66a85-8fd5-53cc-9c64-b0d3c07475eb,d5d2677d-e628-5d3e-aea4-dffadafd71a2,ada0972b-0a91-50f4-a5ef-f491f37251d3,2,schedule,4752.0000,d74a323e-f134-5bee-a79a-ae9ca2302b36,,761f6b4e-c31b-5609-9dd1-6d14935e0e0a,split_schedule
407c633a-1325-5ccb-a6a9-1cc56aabee00,b56231cc-923d-5e20-858d-68c055b6b7ed,720ffa30-a57b-53ad-bda9-50609e0841b2,1,schedule,14280.0000,145000c9-83e4-5e12-a308-c7a4efd86f80,,,
c5b701d0-4237-5ec2-8d51-eae7d0d00878,ad1ad462-0ca0-550c-a94a-01e1accf5bf8,40d335e2-8e68-5973-930d-a637bb6b1973,1,schedule,786.0000,08228a0a-fead-5763-a110-0fbae787a714,,,
024e5b89-1d4b-592c-9fa9-6d76c30bee18,6baafcb3-5036-5a1f-9943-15f147005e41,fc522464-f20e-56b7-a62e-232a6a61c248,1,schedule,3750.0000,4d3536ec-2d13-5092-bee1-0eab950db4f6,,98f200ac-eb12-5833-acd6-2403a53b3358,demand_shock
c4080b42-759e-5559-b0c0-1d87fa3fb9fd,777b4071-1616-5df9-96de-a48759d153d9,fc522464-f20e-56b7-a62e-232a6a61c248,1,schedule,3750.0000,4d3536ec-2d13-5092-bee1-0eab950db4f6,,98f200ac-eb12-5833-acd6-2403a53b3358,demand_shock
624ee456-a835-5c66-984a-e9d3ff07cb31,5bb5febd-a8a6-55ea-ab55-78231c0815f2,fc522464-f20e-56b7-a62e-232a6a61c248,1,schedule,3750.0000,4d3536ec-2d13-5092-bee1-0eab950db4f6,,98f200ac-eb12-5833-acd6-2403a53b3358,demand_shock
f13c1360-2028-51f8-91f9-a3d18cfca530,8fd3be63-5233-50fc-81e7-fd8cff0da313,fc522464-f20e-56b7-a62e-232a6a61c248,1,schedule,3750.0000,4d3536ec-2d13-5092-bee1-0eab950db4f6,,98f200ac-eb12-5833-acd6-2403a53b3358,demand_shock
756a4db3-c5c4-5ca3-838a-d9c3a17367ec,0bc98a0c-15f7-5a99-a82b-09ead4191fed,1b212d5a-c305-5fb9-aa65-3fb61202b938,1,schedule,21000.0000,47162640-a7ea-5360-be33-cf7809016677,,,
d745fbd1-a5a5-5d73-b16d-25faf81ee7b3,0ae39716-4823-52b2-a64e-0c9f532600f0,1981aac9-bf13-5ad9-aa88-a7d18a369cfe,1,schedule,296.0000,00dc368d-46ce-53ba-aa74-372caa23d77f,,,
8e10114d-154b-5204-8dea-07d2f1b888e3,83afad25-a7cf-5034-ad0c-7f136b95b203,1981aac9-bf13-5ad9-aa88-a7d18a369cfe,1,schedule,296.0000,00dc368d-46ce-53ba-aa74-372caa23d77f,,,
04636421-c449-5e3d-8771-7aba53f77f21,420046a4-9994-5405-befd-9a812aeec3db,1981aac9-bf13-5ad9-aa88-a7d18a369cfe,1,schedule,296.0000,00dc368d-46ce-53ba-aa74-372caa23d77f,,,
e1615f56-c845-53b6-94bf-4179695af11f,09b892e3-8a87-524a-a01b-fa9daa60b63a,eb883bd0-2c2e-5a45-8fb7-a628dc67a2b7,1,schedule,1920.0000,9cbeb2da-d95e-5698-b5ff-df741201e330,,21333272-ca41-5fe3-a25f-6657a60b49d5,missing_supplier_signal
9cf9bfbc-5f45-5720-b1ac-48c9c4927c85,59afbf98-f631-5213-8f2d-9d4cd3e66c46,5df28824-b69d-524f-a4c6-1de648006cfe,1,schedule,5.0000,29c53d62-0f2a-569e-bd23-0baaddecb094,,,
9ed7e88d-a26c-5d61-9633-7304a2104924,944432a0-b040-59fa-8bc9-b5510df1616d,c65b6d8b-3443-54ea-8cd1-db698d2865a7,1,schedule,10560.0000,11adbf92-554f-5ee5-8493-75b71128aa0c,,,
2a16f10f-f452-5431-b83d-0a7de59b5d75,444f91cd-7458-500b-a373-0669727ab268,60d9ba19-833b-52db-9e10-c56f6994acda,1,schedule,480.0000,7fc5655b-2706-515d-9a46-4f8381eba9fe,,7d4a5fd8-ad84-5439-99a0-aa69ffa474c5,split_schedule
1f689a9d-0629-5808-a4eb-50e57442fba2,444f91cd-7458-500b-a373-0669727ab268,577ec9c3-f2b6-569c-8860-0bbc9db6c195,2,schedule,480.0000,7fc5655b-2706-515d-9a46-4f8381eba9fe,,7d4a5fd8-ad84-5439-99a0-aa69ffa474c5,split_schedule
5d275c30-9fd9-5cfe-8106-4f4e64e3b7eb,0afee1f5-208d-5144-88b7-27b3cc4be8b5,b2df30b6-3e4a-565b-921a-d4f7e2a40d96,1,schedule,4.0000,357f6560-db19-527a-b643-4ccfabc42af0,,,
4c9f0501-8c5d-5e7d-83bb-6f91d5e018b3,074d4529-6e02-55a3-8562-eefa3147d28c,894bab19-b5bf-5394-8381-a8d1d39b58e1,1,schedule,38400.0000,d998ca38-778d-57b3-96f3-853d7cda39a4,,,
369c7bd2-fcf5-584a-ba67-6d5833e1193a,007c87a8-2f0c-5cfb-ab87-95961a1de15c,18a58adb-d598-552c-a2b3-131f3aa3ea93,1,schedule,3360.0000,eebe4995-2521-5206-ba1d-679ade730706,,,
06a3d352-945d-5d5f-a646-cd8d5eb05418,007c87a8-2f0c-5cfb-ab87-95961a1de15c,,2,line_residual,136.7085,eebe4995-2521-5206-ba1d-679ade730706,,,
8ae9c924-f42e-5034-83f1-7070e1ab4f2c,69622cc1-cff2-5a23-bf42-45491f102925,c62b3a19-444a-51e6-9ed7-188bc9e24f62,1,schedule,22680.0000,fab2f861-2ae3-572d-a38a-4be3d0e3f211,,,
92126715-21a8-56e2-987d-3594abbc0aa1,f310b0bb-48e2-5f59-87cb-189371727a72,3422f13e-2823-5a1d-9a5a-145289675957,1,schedule,300.0000,9ee3c1c4-e6a3-5924-818a-df08c6b8141f,,,
4202ef59-b4ad-5073-8d05-037b5f8203f4,504478d1-3a0e-5c35-b9fe-078fa5fa11cb,3422f13e-2823-5a1d-9a5a-145289675957,1,schedule,300.0000,9ee3c1c4-e6a3-5924-818a-df08c6b8141f,,,
d12ce4d3-4c27-5ddf-a872-37c6f70e2a22,f39d1dc4-a6f5-5694-ab3a-16d01aee06dd,032ed207-5cd4-53e1-92db-f2745c21f088,1,schedule,8520.0000,58e8df19-cb37-55fa-9c92-18518d464c45,,,
5eddc543-b9a7-5d2e-8498-281029095ad1,7ca33d4e-4e7c-54c4-8daf-3fdac5964b1d,93847bbb-97a6-52d8-ac3b-e5dd027eeb87,1,schedule,306.0000,d67bdb83-fed3-5184-837e-175991e221c1,,68fa86eb-210e-5c10-abb6-0352ab547678,split_schedule
9544d433-0752-53d3-8f24-6fa8d54d0c98,d8262a49-6f12-5ff3-b1d2-20a0d4525ef8,93847bbb-97a6-52d8-ac3b-e5dd027eeb87,1,schedule,306.0000,d67bdb83-fed3-5184-837e-175991e221c1,,68fa86eb-210e-5c10-abb6-0352ab547678,split_schedule
9f074529-a065-5d28-be87-88fef9fef536,26b3378f-f61d-5b95-aaff-3102fbc5da57,a1f7a740-6c68-5ec1-b71d-e27095aaf345,1,schedule,306.0000,d67bdb83-fed3-5184-837e-175991e221c1,,68fa86eb-210e-5c10-abb6-0352ab547678,split_schedule
30c6979b-7a82-532b-be22-2e3da5254ba9,42a5a5bd-0a03-5299-b8cd-bdab2cc18abf,a1f7a740-6c68-5ec1-b71d-e27095aaf345,1,schedule,306.0000,d67bdb83-fed3-5184-837e-175991e221c1,,68fa86eb-210e-5c10-abb6-0352ab547678,split_schedule
