id,source_load_id,po_line_id,delivery_schedule_id,source_commitment_ref,committed_quantity,committed_date,channel,observed_at,supersedes_commitment_id,scenario_ids,scenario_types
b8831254-7be0-5053-a19c-d8091109932e,125bbdd1-36ce-5f61-836e-13fa1af040d9,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,8a438b36-f9b6-5ac9-ba61-57cc0fdfd0fa,COM-POL-00000095,206.0000,2024-10-06,portal,2024-09-25T10:00:00+10:00,,d6a9d532-c3e1-5b45-85b4-584d42a3983c,split_schedule
860700bf-254a-5629-93d7-87960a2ea9fe,125bbdd1-36ce-5f61-836e-13fa1af040d9,882b71bc-78a8-5c68-892e-0a1d21e8ab81,5ec08152-f325-5fe4-ade4-6e68157ecd85,COM-POL-00000096,6864.0000,2024-11-15,portal,2024-10-16T10:00:00+10:00,,,
786011fe-a590-5a72-bf02-7d8ad6209757,125bbdd1-36ce-5f61-836e-13fa1af040d9,96a1841e-9c2b-5a52-b6f2-c80d4fc423d3,,COM-POL-00000098,27600.0000,2025-04-25,portal,2025-04-18T10:00:00+10:00,,,
8439984c-a944-5e70-93a3-5359e3223c9d,125bbdd1-36ce-5f61-836e-13fa1af040d9,c39c6ce8-69fb-5a2b-8b54-185a94119a47,88966fd8-9556-5693-b8b9-140381c106c3,COM-POL-00000099,342.0000,2024-08-31,portal,2024-08-25T10:00:00+10:00,,97911577-2637-5c70-a8ab-c204cd7b3e39,missing_inventory_signal
25e63b89-0cca-516e-95b7-03a1a2e14881,125bbdd1-36ce-5f61-836e-13fa1af040d9,ffbfb137-4af0-562a-abfa-3ed8803628f7,6e357b15-a2bc-53d3-83bd-d6d85e579e68,COM-POL-00000100,1740.0000,2024-11-29,portal,2024-10-25T10:00:00+10:00,,,
b246dd59-4dfb-5e94-9f52-e2e7ee69e053,125bbdd1-36ce-5f61-836e-13fa1af040d9,462f8a8a-6a22-55c4-8e10-5955c96cfd7c,6a9bde8d-9737-5e38-b81b-d232302e8b1d,COM-POL-00000101,203.0000,2026-04-24,portal,2026-04-09T10:00:00+10:00,,,
4cd056e5-7ccd-55ed-8762-105bddea19ef,125bbdd1-36ce-5f61-836e-13fa1af040d9,d2a8808c-fb88-5b33-ad8f-5757905a6f45,c442ba06-f138-53bb-8a60-d2214aaf63ab,COM-POL-00000102,95520.0000,2025-08-31,portal,2025-08-19T10:00:00+10:00,,,
8e771718-e584-5f1c-a494-8faa4e2bf451,125bbdd1-36ce-5f61-836e-13fa1af040d9,d823b655-8b96-5352-adfb-b09cfe3ff09e,,COM-POL-00000103,576.0000,2025-03-25,email_extract,2025-03-10T10:00:00+10:00,,,
cdd438c3-7969-5fc8-917c-9f6c1d5e17a7,125bbdd1-36ce-5f61-836e-13fa1af040d9,3dbc788e-4fc6-530a-baf4-e8588c4638c9,8a595dd8-0982-527b-86d1-5c99ffae9922,COM-POL-00000104,23520.0000,2025-06-15,portal,2025-05-24T10:00:00+10:00,,f2007603-1ae9-5678-8de0-d0623e504294,split_schedule
799d6a56-19cf-5e6f-9241-c0f4dc2f4d53,125bbdd1-36ce-5f61-836e-13fa1af040d9,4cdfb0cf-5c65-5736-96d0-2c3a18205662,fb3643a3-9a4e-5915-ad63-5ba26eb6edb6,COM-POL-00000105,33600.0000,2025-03-09,portal,2025-02-18T10:00:00+10:00,,,
247da77d-78bb-59ad-8350-eee5f6262e63,125bbdd1-36ce-5f61-836e-13fa1af040d9,d74a323e-f134-5bee-a79a-ae9ca2302b36,d500e2fa-f30e-5959-9328-f1c361ef5cf9,COM-POL-00000106,9504.0000,2025-03-06,portal,2025-02-10T10:00:00+10:00,,761f6b4e-c31b-5609-9dd1-6d14935e0e0a,split_schedule
4ca237e7-853b-5e17-8ee1-d19383bd095a,125bbdd1-36ce-5f61-836e-13fa1af040d9,145000c9-83e4-5e12-a308-c7a4efd86f80,720ffa30-a57b-53ad-bda9-50609e0841b2,COM-POL-00000107,14280.0000,2024-11-09,portal,2024-10-21T10:00:00+10:00,,,
974d3b0b-4490-5e6d-97f5-ecc81eca355f,125bbdd1-36ce-5f61-836e-13fa1af040d9,08228a0a-fead-5763-a110-0fbae787a714,40d335e2-8e68-5973-930d-a637bb6b1973,COM-POL-00000108,786.0000,2025-06-16,portal,2025-05-16T10:00:00+10:00,,,
011efb37-3a40-5ed2-aead-6a6bf1587b94,125bbdd1-36ce-5f61-836e-13fa1af040d9,4d3536ec-2d13-5092-bee1-0eab950db4f6,fc522464-f20e-56b7-a62e-232a6a61c248,COM-POL-00000109,15000.0000,2024-10-04,email_extract,2024-09-04T10:00:00+10:00,,98f200ac-eb12-5833-acd6-2403a53b3358,demand_shock
a39d5475-c765-5edb-9b13-bafdcf72741d,125bbdd1-36ce-5f61-836e-13fa1af040d9,47162640-a7ea-5360-be33-cf7809016677,1b212d5a-c305-5fb9-aa65-3fb61202b938,COM-POL-00000110,21000.0000,2025-12-24,portal,2025-11-27T10:00:00+10:00,,,
25860772-0ec6-5ae1-93a5-f5dee04282bc,125bbdd1-36ce-5f61-836e-13fa1af040d9,00dc368d-46ce-53ba-aa74-372caa23d77f,1981aac9-bf13-5ad9-aa88-a7d18a369cfe,COM-POL-00000111,888.0000,2024-11-02,portal,2024-10-30T10:00:00+10:00,,,
d32e9cad-252e-54c6-a935-88393afc631f,125bbdd1-36ce-5f61-836e-13fa1af040d9,29c53d62-0f2a-569e-bd23-0baaddecb094,5df28824-b69d-524f-a4c6-1de648006cfe,COM-POL-00000113,5.0000,2025-03-13,portal,2025-02-16T10:00:00+10:00,,,
c79579f3-e810-5e79-9650-2e0332152925,125bbdd1-36ce-5f61-836e-13fa1af040d9,11adbf92-554f-5ee5-8493-75b71128aa0c,c65b6d8b-3443-54ea-8cd1-db698d2865a7,COM-POL-00000114,10560.0000,2026-03-09,portal,2026-02-20T10:00:00+10:00,,,
737af429-1605-5e16-bb3d-8894947c3d49,125bbdd1-36ce-5f61-836e-13fa1af040d9,7fc5655b-2706-515d-9a46-4f8381eba9fe,,COM-POL-00000115,960.0000,2026-04-29,portal,2026-04-25T10:00:00+10:00,,7d4a5fd8-ad84-5439-99a0-aa69ffa474c5,split_schedule
22a28ff7-40f2-516e-b079-aadaf1409e2c,125bbdd1-36ce-5f61-836e-13fa1af040d9,357f6560-db19-527a-b643-4ccfabc42af0,b2df30b6-3e4a-565b-921a-d4f7e2a40d96,COM-POL-00000116,4.0000,2024-10-25,portal,2024-10-08T10:00:00+10:00,,,
b5f5b2f7-fe8d-5ded-b06b-a4672cb4ea1c,125bbdd1-36ce-5f61-836e-13fa1af040d9,d998ca38-778d-57b3-96f3-853d7cda39a4,894bab19-b5bf-5394-8381-a8d1d39b58e1,COM-POL-00000117,38400.0000,2025-09-21,portal,2025-09-01T10:00:00+10:00,,,
dc7cece5-d798-549f-9a7a-035c4551f1df,125bbdd1-36ce-5f61-836e-13fa1af040d9,eebe4995-2521-5206-ba1d-679ade730706,18a58adb-d598-552c-a2b3-131f3aa3ea93,COM-POL-00000118,3360.0000,2026-03-07,email_extract,2026-03-07T10:00:00+10:00,,,
4f313a11-da10-5bbe-88ca-fb4ddf1c25fa,125bbdd1-36ce-5f61-836e-13fa1af040d9,fab2f861-2ae3-572d-a38a-4be3d0e3f211,c62b3a19-444a-51e6-9ed7-188bc9e24f62,COM-POL-00000119,22680.0000,2025-08-22,portal,2025-08-28T10:00:00+10:00,,,
e90904e9-01e8-5e99-878e-070dbf10a3e9,125bbdd1-36ce-5f61-836e-13fa1af040d9,9ee3c1c4-e6a3-5924-818a-df08c6b8141f,,COM-POL-00000120,600.0000,2026-03-28,portal,2026-03-04T10:00:00+10:00,,,
da9389f2-bfb7-5817-82d4-f0b14edd93a9,125bbdd1-36ce-5f61-836e-13fa1af040d9,58e8df19-cb37-55fa-9c92-18518d464c45,,COM-POL-00000121,8520.0000,2024-08-15,portal,2024-08-03T10:00:00+10:00,,,
78a779d9-82ba-55e8-a41f-6ba69a1932d5,125bbdd1-36ce-5f61-836e-13fa1af040d9,d67bdb83-fed3-5184-837e-175991e221c1,93847bbb-97a6-52d8-ac3b-e5dd027eeb87,COM-POL-00000122,1224.0000,2024-12-23,email_extract,2024-12-02T10:00:00+10:00,,68fa86eb-210e-5c10-abb6-0352ab547678,split_schedule
08d44eb8-c645-5276-8e72-d4ff170d1c5a,125bbdd1-36ce-5f61-836e-13fa1af040d9,8f044fab-5e0d-57fd-8793-ece7459d7993,ae6c8c14-6298-5451-8cd6-0040a5d03f75,COM-POL-00000123,3480.0000,2024-11-04,portal,2024-10-28T10:00:00+10:00,,b655538b-1456-5fb7-9c85-86e8639090eb,split_schedule
f7786423-6e9b-5ee5-8ab6-674016e19c52,125bbdd1-36ce-5f61-836e-13fa1af040d9,09554ed4-d33d-5312-8013-c55a8975e05a,,COM-POL-00000124,19920.0000,2024-08-24,portal,2024-08-03T10:00:00+10:00,,88d0f23a-2a2d-5925-9093-e87655bbe514,demand_shock
c2d1de7d-6a8c-5786-847a-8b8e2ff7c1f6,125bbdd1-36ce-5f61-836e-13fa1af040d9,838cb9f2-fc23-5d11-b215-9156d970350c,0d9e4545-5b06-53dc-9610-954e71dc07ef,COM-POL-00000127,128.0000,2025-08-02,email_extract,2025-07-30T10:00:00+10:00,,,
36a45863-6ef9-5256-be1d-9e1b19ca57a0,125bbdd1-36ce-5f61-836e-13fa1af040d9,58661070-9c5b-5273-81b2-9ed34aa8fc54,dcaf8aa7-e918-506e-a4c5-4f70ae55598d,COM-POL-00000128,39.0000,2026-03-22,portal,2026-03-09T10:00:00+10:00,,059a5fc8-4667-5f83-a28e-c8ad7dbd1121,split_schedule
9903caf1-bf24-5e49-a987-2f7847138156,125bbdd1-36ce-5f61-836e-13fa1af040d9,ca742467-8c3c-5527-90bd-95b94e38588d,bd4558a8-d3b7-5c44-a3c4-1b97c191adb3,COM-POL-00000131,22560.0000,2026-04-02,email_extract,2026-02-25T10:00:00+10:00,,9e5d2b4f-b6cf-5c5f-84b7-1526d220c702,split_schedule
89aa6964-c63c-5839-8d93-d63f495bf4b2,125bbdd1-36ce-5f61-836e-13fa1af040d9,d57b64a6-cc81-5d3e-930a-2554462e96b4,f8a9a51c-1fc5-5c18-8163-05087a865e7a,COM-POL-00000132,46080.0000,2025-09-25,portal,2025-08-18T10:00:00+10:00,,77de8bf7-ba56-5b43-a573-a10c8585d097,supplier_deterioration
d74d9e8e-31b7-5eb4-a5d2-193691204feb,125bbdd1-36ce-5f61-836e-13fa1af040d9,0f32f0a8-3025-5828-82d6-1de6c9141a49,08ef62d8-98de-5b39-a8fe-a323fdd5645f,COM-POL-00000133,588.0000,2026-02-16,portal,2026-02-11T10:00:00+10:00,,,
a99c45b6-562c-5cd2-a2d9-5fa7a264fc7f,125bbdd1-36ce-5f61-836e-13fa1af040d9,88f66cee-46ee-52a0-b982-4b85cd0c3878,1ce58267-3af4-5146-b1f5-660d073b9e3c,COM-POL-00000135,1608.0000,2026-03-19,portal,2026-02-26T10:00:00+10:00,,a11c8913-ff67-5a33-842e-0176d8ede39e,missing_inventory_signal
d7e17b86-c661-598f-b8ee-13b0dd48fb77,125bbdd1-36ce-5f61-836e-13fa1af040d9,715fb631-4d84-5ee6-84ec-78b162d593c1,aaecf6ee-722f-544a-b030-21aaf26cb644,COM-POL-00000136,120.0000,2024-11-05,portal,2024-11-02T10:00:00+10:00,,08aa3b01-8c4c-51d4-8a1e-0dbabfdb0406,missing_inventory_signal
98d9db44-6d72-521b-afe1-99dff221d079,125bbdd1-36ce-5f61-836e-13fa1af040d9,9c1ea9dd-f757-5691-b94c-18fbb100b615,,COM-POL-00000137,161.0000,2026-02-11,portal,2026-01-21T10:00:00+10:00,,03cb6996-1c9a-5d08-999e-f42912b41041,demand_shock
b025101f-4f3d-5744-8575-23ecfbcab9ae,125bbdd1-36ce-5f61-836e-13fa1af040d9,f630b228-21eb-5290-b85f-d8cf940ff6a4,,COM-POL-00000138,149.0000,2025-06-16,portal,2025-06-01T10:00:00+10:00,,f7467916-4b70-5a79-8e61-343053ba2690,split_schedule
34d8c66e-1edd-577c-974b-b65f1f58c5ad,125bbdd1-36ce-5f61-836e-13fa1af040d9,25a61bbb-1397-5b78-b511-6a6ca7b8e7a9,9d3a0fec-eb6b-55a1-807c-dbc30dc58d68,COM-POL-00000140,88320.0000,2025-12-18,portal,2025-12-17T10:00:00+10:00,,,
6e0f551a-9ed5-5d47-a959-246e0c12752d,125bbdd1-36ce-5f61-836e-13fa1af040d9,ff52bf3d-3085-570c-a005-cda53150a7fe,0c146ff3-1fb5-5eb5-b88c-dfa670fc7b23,COM-POL-00000141,11880.0000,2025-06-07,email_extract,2025-05-17T10:00:00+10:00,,,
fcec35dc-5715-5430-8ae6-0f10121d9d79,125bbdd1-36ce-5f61-836e-13fa1af040d9,54e45966-1b7b-5c2f-a912-718435feadd5,399bccb1-76c0-5cbd-b75b-9fb280ed9570,COM-POL-00000142,5760.0000,2025-09-07,portal,2025-09-01T10:00:00+10:00,,e60514a7-b31f-5f1a-849c-1e6eef7a4a0f,split_schedule
ca96fa0c-84d0-59f2-8878-95c8eae63b04,125bbdd1-36ce-5f61-836e-13fa1af040d9,e2191bba-ab41-5cc2-847d-c0204df046e1,,COM-POL-00000143,18480.0000,2025-03-03,portal,2025-01-27T10:00:00+10:00,,,
c5abae64-6c48-5824-9469-e30b22003c45,125bbdd1-36ce-5f61-836e-13fa1af040d9,eb44da56-30cc-5681-aba6-4e33f758d1d6,c16feb4b-7241-5eff-ab7d-5143e8c6e27e,COM-POL-00000144,1500.0000,2025-05-29,portal,2025-05-18T10:00:00+10:00,,790964d7-aae3-53fa-863e-bc0f40364864,supplier_deterioration
a3af9162-7b00-507d-878d-c56ffa4bc9b2,125bbdd1-36ce-5f61-836e-13fa1af040d9,10862e63-daf3-5f53-ab7e-7891b132ec6f,682d1532-dabf-57bb-9b86-9c6c4eab9069,COM-POL-00000145,176.0000,2025-04-19,portal,2025-03-24T10:00:00+10:00,,f3893d13-6fe1-5b1c-b226-fc4d0ec34e91,missing_inventory_signal
24c72a59-f252-5cf2-822f-53d8fb5382a4,125bbdd1-36ce-5f61-836e-13fa1af040d9,0334fb3e-920d-51a6-a6ca-04dab00a654d,56d0d4f2-67fe-52a6-9c35-d1d1379a1ffe,COM-POL-00000146,2856.0000,2025-08-03,portal,2025-07-14T10:00:00+10:00,,,
35f87b21-b556-5ea3-8751-a54ab0cc3ca2,125bbdd1-36ce-5f61-836e-13fa1af040d9,51607152-a019-5b5d-bb57-55c68b0e5f3e,c58143c2-2278-5f78-8ea9-d3cd22a4d27e,COM-POL-00000147,20640.0000,2025-08-13,portal,2025-07-26T10:00:00+10:00,,6908c2d8-6be4-5b22-be08-4f0f08d83336,split_schedule
e60b301a-f1fc-5596-b944-84c05cbd4d6c,125bbdd1-36ce-5f61-836e-13fa1af040d9,bc30ee9f-4785-5348-a18e-470aa0099e48,dcda190b-6e92-5408-a60c-96e214c1cb63,COM-POL-00000148,4872.0000,2026-04-18,portal,2026-04-01T10:00:00+10:00,,9b805160-20ba-574d-a6a6-744ebe5d6e40,split_schedule
a47ea767-587c-5e65-bf65-edc13c7aaaf3,125bbdd1-36ce-5f61-836e-13fa1af040d9,4a91a6a0-8caa-5725-a3a1-128b9336f13e,94b4b320-0c4d-5e40-b2c9-48cda664b5d5,COM-POL-00000149,206.0000,2025-09-18,email_extract,2025-08-30T10:00:00+10:00,,ed2eea2d-3777-5729-ae83-377107378018,split_schedule
5e0debd2-3f07-5ce1-bdc4-e488706c0b74,125bbdd1-36ce-5f61-836e-13fa1af040d9,3bb10f4b-339b-5869-9a5e-8a319adb83d7,,COM-POL-00000150,5760.0000,2026-02-12,portal,2026-01-15T10:00:00+10:00,,,
478621a9-0347-59b8-b493-5687e5421399,125bbdd1-36ce-5f61-836e-13fa1af040d9,29083f59-3526-532f-8b0a-f5c5b1f06f28,cf48278d-dd05-5dff-bd9d-f98bfe5cc319,COM-POL-00000151,147.0000,2024-09-07,portal,2024-08-21T10:00:00+10:00,,a199d1f8-81b5-5eb8-81e6-7b28f711949d,split_schedule
fccec57b-41ff-524d-b8fc-0725ce7622bd,125bbdd1-36ce-5f61-836e-13fa1af040d9,6d613d2d-11e2-55d5-b0f4-a8cf572c4178,a8169605-e164-5680-b200-4b132d469321,COM-POL-00000152,193.0000,2024-09-27,portal,2024-09-04T10:00:00+10:00,,,
024fac50-0c2f-5be9-9478-99050440c024,125bbdd1-36ce-5f61-836e-13fa1af040d9,0437ba15-4eda-5526-aa40-64962c056d6d,,COM-POL-00000153,1056.0000,2025-02-21,portal,2025-02-09T10:00:00+10:00,,,
0cb4ed32-7421-547a-89a8-aa15f42501bd,125bbdd1-36ce-5f61-836e-13fa1af040d9,a38b901d-d0f4-56bb-85ba-7e70f8866156,,COM-POL-00000154,181.0000,2024-09-12,portal,2024-09-01T10:00:00+10:00,,,
9d8fc5b6-e1f6-5699-af64-9743c0e1f066,125bbdd1-36ce-5f61-836e-13fa1af040d9,77a335b0-f76a-5a8f-805b-096ac95001c1,2895c7ae-b638-5a11-a22f-35a4b953935f,COM-POL-00000155,18480.0000,2026-04-06,portal,2026-03-10T10:00:00+10:00,,,
905a260b-e723-5def-a312-78bb8cc99423,125bbdd1-36ce-5f61-836e-13fa1af040d9,a087a4f7-76b3-57ee-a2c2-eed7c2c4d7a8,4e6dc508-b93b-5cf9-b9f1-f11bf3249122,COM-POL-00000156,92640.0000,2024-12-11,portal,2024-11-22T10:00:00+10:00,,,
90f7cb7b-0573-5942-9881-20eae716996d,125bbdd1-36ce-5f61-836e-13fa1af040d9,86b41b2c-8089-5ef2-afac-2861af67d47b,444c4780-58ed-5708-96b4-c8d89a5972e5,COM-POL-00000158,22080.0000,2025-09-16,portal,2025-09-15T10:00:00+10:00,,,
058889c7-4470-5cb6-bd8b-f374831737d7,125bbdd1-36ce-5f61-836e-13fa1af040d9,03623eea-a8cb-5ce8-a432-055ad86d38c3,da000f37-17fa-5f55-a681-93d6cdf9a659,COM-POL-00000159,217.0000,2026-05-05,portal,2026-05-03T10:00:00+10:00,,,
ee9af80d-09c6-5191-ac84-f04b0868ff93,125bbdd1-36ce-5f61-836e-13fa1af040d9,d829883d-37a7-57c8-9759-d7118fefd1ac,02e35bdc-3c15-5e7c-a271-342822644a37,COM-POL-00000160,47.0000,2026-04-22,email_extract,2026-04-02T10:00:00+10:00,,,
ae159f25-5f09-5bf2-9597-94c07d7133eb,125bbdd1-36ce-5f61-836e-13fa1af040d9,fd515219-9963-5043-86bb-4125192e6ba4,,COM-POL-00000161,660.0000,2025-07-14,portal,2025-07-08T10:00:00+10:00,,,
1333a2b7-5469-554d-b245-a2a7f9b82e76,125bbdd1-36ce-5f61-836e-13fa1af040d9,ac3f9ca3-6fd8-5ff6-b511-8984d5a49bae,a46ae9c1-4202-57a1-a370-e553c65cbc5e,COM-POL-00000163,64.0000,2025-03-23,portal,2025-03-04T10:00:00+10:00,,,
349dd7e3-5f75-5c03-b4bf-5df9a77e7022,125bbdd1-36ce-5f61-836e-13fa1af040d9,3167b658-ad3e-55c2-864b-9f6dc5cf3dcf,bf782b2d-7fbc-5047-8724-e28dfa61b671,COM-POL-00000164,4680.0000,2025-07-01,portal,2025-06-21T10:00:00+10:00,,55c23301-7784-5821-89e4-e8e6939363ad,split_schedule
73dbef7e-b49e-547f-ba2f-8e14c544f059,125bbdd1-36ce-5f61-836e-13fa1af040d9,73a6e20b-fdf7-5c3d-a4fd-f94173898ae3,d9d2749e-869b-5494-99a4-43efb2723f77,COM-POL-00000165,25200.0000,2025-05-13,portal,2025-05-06T10:00:00+10:00,,c35cf257-6306-52fe-a1af-cb3644e3fc91,split_schedule
4155c51b-9c89-5752-bd1c-e5ee25f7d9de,125bbdd1-36ce-5f61-836e-13fa1af040d9,3b48f4fb-2796-5b7c-9f2e-d8d4b972a310,d11a5765-4a6b-54d4-8296-9a2128787cb7,COM-POL-00000166,8880.0000,2026-05-18,email_extract,2026-05-17T10:00:00+10:00,,b55e74ed-4a5e-5eea-a068-83a4725bf78e,split_schedule
0bbb1155-9a8d-56f4-a811-16eace35845f,125bbdd1-36ce-5f61-836e-13fa1af040d9,6ea98f6f-2b50-5e3b-824d-8120b0e4163a,c2d37dcf-9e5f-5862-858c-fcd4941f44e0,COM-POL-00000167,36960.0000,2024-09-19,portal,2024-08-31T10:00:00+10:00,,,
c391aeca-79f1-56ce-913e-dbd8d2502666,125bbdd1-36ce-5f61-836e-13fa1af040d9,a52e64b5-c2ad-5f39-9ea8-fad292a6581d,39176c5a-d8ec-5861-8aa2-bdf2a5df900a,COM-POL-00000169,14640.0000,2026-04-04,portal,2026-04-07T10:00:00+10:00,,,
1b904cce-467c-51c0-8e8d-39d241d0ae2e,125bbdd1-36ce-5f61-836e-13fa1af040d9,1051b290-e3df-5e4b-91b6-4df2456bae4a,beb6874f-90fc-505c-bcc3-d4d666da2bb4,COM-POL-00000170,7320.0000,2024-11-01,portal,2024-10-18T10:00:00+10:00,,,
6ef087e1-b682-529e-bad5-368d1ef8b14a,125bbdd1-36ce-5f61-836e-13fa1af040d9,7cbfffa6-f459-5e3e-8b69-90ad43abe3eb,8c1acfdb-3b8c-5ae1-b8c1-412b74eff7e1,COM-POL-00000171,16560.0000,2025-09-26,portal,2025-09-04T10:00:00+10:00,,,
2ee2f837-819e-5aed-beb9-b5e90484e676,125bbdd1-36ce-5f61-836e-13fa1af040d9,6328348e-f21e-59e8-907c-dcfcc8ed8c3c,a4be7967-1c0d-5963-9c5e-58114bbf985b,COM-POL-00000172,120.0000,2024-09-26,portal,2024-08-25T10:00:00+10:00,,,
55f9ff79-9dbe-5e58-a2f4-65b5ac42fa8e,125bbdd1-36ce-5f61-836e-13fa1af040d9,f4534cb9-f16a-5f73-b4ce-66fa4d5c107a,ee4a9aee-9e59-5f1a-b631-f5410c1c447d,COM-POL-00000173,17280.0000,2025-09-24,email_extract,2025-08-28T10:00:00+10:00,,,
93b0b309-504c-5d11-a1e1-e98e94d9d447,125bbdd1-36ce-5f61-836e-13fa1af040d9,8ef43d8d-27bc-5938-8c1b-b1e2ca89d36f,fb00a1d7-48db-5782-9c18-32e4c5658627,COM-POL-00000174,67680.0000,2025-01-30,portal,2025-01-16T10:00:00+10:00,,c6a80161-acf9-569a-b4e1-d5e4943c2a28,supplier_deterioration
d9e74ddc-6e82-583c-832a-0dde3b675dde,125bbdd1-36ce-5f61-836e-13fa1af040d9,38319365-d5c6-5f50-931e-707d4cfd5a62,0adc50fd-e769-5dbe-b71f-caaf0d342b91,COM-POL-00000175,11040.0000,2025-09-02,portal,2025-08-15T10:00:00+10:00,,6fc73c83-f730-55ac-8fa0-28c6d31aa627,split_schedule
737267aa-2412-5968-ae13-77c068833102,125bbdd1-36ce-5f61-836e-13fa1af040d9,7b1d57d2-9def-5ae8-b1ea-6014af93de99,,COM-POL-00000177,9120.0000,2024-08-07,portal,2024-07-20T10:00:00+10:00,,,
7ecb4ef4-5b3b-5553-811d-13f94f2b1bef,125bbdd1-36ce-5f61-836e-13fa1af040d9,aa9bc1aa-faaf-5950-9cea-b651777b1fc2,68dded42-01b4-5905-a5bd-b707898174c0,COM-POL-00000178,17640.0000,2025-04-02,portal,2025-03-28T10:00:00+10:00,,,
776c8245-d391-57a7-9a35-9312b8f4787d,125bbdd1-36ce-5f61-836e-13fa1af040d9,4903bb3a-76ca-5dc7-9961-ff14c62c986e,09f929b5-958d-52ab-8861-95afab67b523,COM-POL-00000180,22320.0000,2025-02-08,portal,2025-01-11T10:00:00+10:00,,,
32dcca04-30ae-514e-9edb-20a229b1456b,125bbdd1-36ce-5f61-836e-13fa1af040d9,cf639996-6d2e-5123-be62-fb7f7eab431e,ebe8ad4a-8c16-5cd8-a647-44d9871ab49f,COM-POL-00000181,180.0000,2025-10-16,email_extract,2025-10-02T10:00:00+10:00,,19656a64-d339-522f-b6c4-49d74b2ea87d,split_schedule
820c8baf-e5e3-5a4b-883a-614a538650eb,125bbdd1-36ce-5f61-836e-13fa1af040d9,2776f346-c05f-5822-af31-fd30273b4e53,9c399111-5133-57a8-983c-a9b0b0078ae8,COM-POL-00000182,160.0000,2025-02-03,portal,2025-01-11T10:00:00+10:00,,d8d4e765-f6be-59e1-aad5-2e613f994b77,missing_inventory_signal
637a835b-e213-5d06-9b11-53157f4bf043,125bbdd1-36ce-5f61-836e-13fa1af040d9,dde59706-7141-558f-944c-4019addff4bb,917c67c3-3405-5c5b-81bc-8fda2a539c1a,COM-POL-00000183,30.0000,2025-02-13,portal,2025-02-06T10:00:00+10:00,,0264a08f-1465-524e-b8a3-e96a703614e2,split_schedule
0ee48823-db90-5bde-85dc-cfaa0f08deb3,125bbdd1-36ce-5f61-836e-13fa1af040d9,06198182-6bc2-563a-81a9-041e059cfa54,,COM-POL-00000186,188.0000,2025-11-23,portal,2025-11-13T10:00:00+10:00,,,
250a1ac3-b399-5fd1-b2f6-1d0b7d6b1001,125bbdd1-36ce-5f61-836e-13fa1af040d9,29db1425-b742-5939-a46c-6586f1925402,95c00366-ba83-5a5a-b0ff-15496fd1760d,COM-POL-00000187,200.0000,2026-02-07,portal,2026-01-22T10:00:00+10:00,,,
45869ad2-f3f2-562f-b426-04d29805d19d,125bbdd1-36ce-5f61-836e-13fa1af040d9,1bfc6b4c-bc10-5068-a0e3-c7a048fce5d8,e0c83258-564f-5cf9-8827-54b3d46eb426,COM-POL-00000188,37920.0000,2025-07-03,portal,2025-06-15T10:00:00+10:00,,,
62fd391a-ea9e-5aa9-a33a-807333c1af3a,125bbdd1-36ce-5f61-836e-13fa1af040d9,f808a450-df33-58af-b40d-9392767007aa,ad0b613b-7dc2-5ab4-855e-492b78e6825a,COM-POL-00000189,202.0000,2025-10-08,portal,2025-09-28T10:00:00+10:00,,55626025-b60a-5c9f-b477-d9ad6e909011,split_schedule
169660f6-b6da-5d7c-89b6-f50451f19f65,125bbdd1-36ce-5f61-836e-13fa1af040d9,1a3f0e75-ab4b-57b6-abd7-9c332f61126f,eb24bf8d-fa50-5ee6-9508-336b9dfe48d9,COM-POL-00000190,6960.0000,2026-03-02,portal,2026-02-03T10:00:00+10:00,,,
07c026d2-7514-50e3-80dc-2ad397f5af4c,125bbdd1-36ce-5f61-836e-13fa1af040d9,b37b2dff-2f3f-5b80-b78e-137c5ae9abb2,12d89a4d-c53e-5c55-9e99-67818562a52f,COM-POL-00000191,1314.0000,2025-07-22,email_extract,2025-06-25T10:00:00+10:00,,,
fdd427ae-b482-576d-89d2-2b9c3812bd03,125bbdd1-36ce-5f61-836e-13fa1af040d9,22e08307-9602-5ed6-a421-690a03941285,,COM-POL-00000192,1416.0000,2025-09-19,portal,2025-08-26T10:00:00+10:00,,,
4f5ae127-6ad7-5dd6-9a6a-56de36b9510f,125bbdd1-36ce-5f61-836e-13fa1af040d9,cf5d0a12-5eba-5058-986a-d59fd72b433f,af1d4cad-3b21-5286-ac72-aecdc45c23e4,COM-POL-00000193,70560.0000,2025-05-18,portal,2025-04-15T10:00:00+10:00,,c1ab892c-137b-597c-81b7-ff45c9cb4570;c4ab135a-24c0-538e-ab34-de95f91d4aa6,supplier_deterioration;split_schedule
3f316acd-d41b-5b7c-90ad-fc39fe7098c4,125bbdd1-36ce-5f61-836e-13fa1af040d9,641dd0bb-5030-5fbc-b75c-2a936dca980e,b4bddc2b-e016-5853-9204-b192f7f977e1,COM-POL-00000194,45.0000,2025-05-22,portal,2025-05-07T10:00:00+10:00,,,
4c570d8f-b8c3-5e26-99db-1a505689592e,125bbdd1-36ce-5f61-836e-13fa1af040d9,2feb2d77-c6be-5724-80f9-adbd94f4d437,f360955a-cf36-5626-89a0-7028cd184d13,COM-POL-00000195,5712.0000,2024-11-25,email_extract,2024-10-19T10:00:00+10:00,,,
