id,po_line_id,source_schedule_key,schedule_version,scheduled_quantity,requested_date,confirmed_date,expected_date,schedule_status,scenario_ids
c7f9439a-5c7b-5bf4-8289-f0d196e96303,3dbc788e-4fc6-530a-baf4-e8588c4638c9,POL-00000104-SCH-2,1,4.3333,2025-11-13,2025-11-15,2025-11-15,closed,split_schedule
479eba56-0d36-5317-b741-86bf7ac70e86,3dbc788e-4fc6-530a-baf4-e8588c4638c9,POL-00000104-SCH-3,1,4.3334,2025-11-25,2025-11-27,2025-11-27,closed,split_schedule
fb3643a3-9a4e-5915-ad63-5ba26eb6edb6,4cdfb0cf-5c65-5736-96d0-2c3a18205662,POL-00000105-SCH-1,1,2376.0000,2025-04-13,2025-04-13,2025-04-13,closed,
d500e2fa-f30e-5959-9328-f1c361ef5cf9,d74a323e-f134-5bee-a79a-ae9ca2302b36,POL-00000106-SCH-1,1,4230.0000,2024-10-25,2024-10-26,2024-10-26,closed,split_schedule
ada0972b-0a91-50f4-a5ef-f491f37251d3,d74a323e-f134-5bee-a79a-ae9ca2302b36,POL-00000106-SCH-2,1,4230.0000,2024-10-31,2024-11-02,2024-11-02,closed,split_schedule
f0414259-ff48-58cd-a90f-f36389a5f0c4,d74a323e-f134-5bee-a79a-ae9ca2302b36,POL-00000106-SCH-3,1,4230.0000,2024-11-06,,2024-11-07,closed,split_schedule
5b651f3d-4bcb-57e9-9669-c6833c9c68eb,d74a323e-f134-5bee-a79a-ae9ca2302b36,POL-00000106-SCH-4,1,4230.0000,2024-11-19,2024-11-19,2024-11-19,closed,split_schedule
720ffa30-a57b-53ad-bda9-50609e0841b2,145000c9-83e4-5e12-a308-c7a4efd86f80,POL-00000107-SCH-1,1,1344.0000,2025-05-11,2025-05-12,2025-05-12,closed,
40d335e2-8e68-5973-930d-a637bb6b1973,08228a0a-fead-5763-a110-0fbae787a714,POL-00000108-SCH-1,1,7680.0000,2026-05-29,,2026-06-01,closed,
fc522464-f20e-56b7-a62e-232a6a61c248,4d3536ec-2d13-5092-bee1-0eab950db4f6,POL-00000109-SCH-1,1,5.0000,2025-03-10,2025-03-13,2025-03-13,closed,demand_shock
1b212d5a-c305-5fb9-aa65-3fb61202b938,47162640-a7ea-5360-be33-cf7809016677,POL-00000110-SCH-1,1,10560.0000,2026-03-08,2026-03-09,2026-03-09,closed,
1981aac9-bf13-5ad9-aa88-a7d18a369cfe,00dc368d-46ce-53ba-aa74-372caa23d77f,POL-00000111-SCH-1,1,960.0000,2026-04-29,2026-04-29,2026-04-29,closed,
eb883bd0-2c2e-5a45-8fb7-a628dc67a2b7,9cbeb2da-d95e-5698-b5ff-df741201e330,POL-00000112-SCH-1,1,4.0000,2025-04-04,2025-04-04,2025-04-04,closed,missing_supplier_signal
5df28824-b69d-524f-a4c6-1de648006cfe,29c53d62-0f2a-569e-bd23-0baaddecb094,POL-00000113-SCH-1,1,19200.0000,2025-09-19,2025-09-21,2025-09-21,closed,
c65b6d8b-3443-54ea-8cd1-db698d2865a7,11adbf92-554f-5ee5-8493-75b71128aa0c,POL-00000114-SCH-1,1,1680.0000,2026-03-04,2026-03-07,2026-03-07,closed,
60d9ba19-833b-52db-9e10-c56f6994acda,7fc5655b-2706-515d-9a46-4f8381eba9fe,POL-00000115-SCH-1,1,246.0000,2024-12-20,2024-12-20,2024-12-20,closed,split_schedule
577ec9c3-f2b6-569c-8860-0bbc9db6c195,7fc5655b-2706-515d-9a46-4f8381eba9fe,POL-00000115-SCH-2,1,246.0000,2024-12-26,2024-12-28,2024-12-28,closed,split_schedule
b2df30b6-3e4a-565b-921a-d4f7e2a40d96,357f6560-db19-527a-b643-4ccfabc42af0,POL-00000116-SCH-1,1,1356.0000,2025-07-09,2025-07-11,2025-07-11,closed,
894bab19-b5bf-5394-8381-a8d1d39b58e1,d998ca38-778d-57b3-96f3-853d7cda39a4,POL-00000117-SCH-1,1,1086.0000,2025-08-21,2025-08-23,2025-08-23,cancelled,
18a58adb-d598-552c-a2b3-131f3aa3ea93,eebe4995-2521-5206-ba1d-679ade730706,POL-00000118-SCH-1,1,552.0000,2025-03-30,2025-04-01,2025-04-01,closed,
c62b3a19-444a-51e6-9ed7-188bc9e24f62,fab2f861-2ae3-572d-a38a-4be3d0e3f211,POL-00000119-SCH-1,1,76.0000,2024-10-20,2024-10-23,2024-10-23,closed,
3422f13e-2823-5a1d-9a5a-145289675957,9ee3c1c4-e6a3-5924-818a-df08c6b8141f,POL-00000120-SCH-1,1,4320.0000,2025-09-07,2025-09-07,2025-09-07,closed,
032ed207-5cd4-53e1-92db-f2745c21f088,58e8df19-cb37-55fa-9c92-18518d464c45,POL-00000121-SCH-1,1,408.0000,2025-10-17,2025-10-17,2025-10-17,closed,
93847bbb-97a6-52d8-ac3b-e5dd027eeb87,d67bdb83-fed3-5184-837e-175991e221c1,POL-00000122-SCH-1,1,1352.0000,2025-06-15,2025-06-17,2025-06-17,closed,split_schedule
a1f7a740-6c68-5ec1-b71d-e27095aaf345,d67bdb83-fed3-5184-837e-175991e221c1,POL-00000122-SCH-2,1,1352.0000,2025-06-21,2025-06-21,2025-06-21,closed,split_schedule
548285a4-9e8b-54fc-92d3-6b6cd9194872,d67bdb83-fed3-5184-837e-175991e221c1,POL-00000122-SCH-3,1,1352.0000,2025-06-25,2025-06-25,2025-06-25,closed,split_schedule
ae6c8c14-6298-5451-8cd6-0040a5d03f75,8f044fab-5e0d-57fd-8793-ece7459d7993,POL-00000123-SCH-1,1,7680.0000,2025-05-22,2025-05-24,2025-05-24,closed,split_schedule
a95829a9-a450-545d-8a35-17a09cf650bd,8f044fab-5e0d-57fd-8793-ece7459d7993,POL-00000123-SCH-2,1,7680.0000,2025-05-29,2025-05-31,2025-05-31,closed,split_schedule
3fb3a319-4487-56ae-8d2e-3252d7f49937,09554ed4-d33d-5312-8013-c55a8975e05a,POL-00000124-SCH-1,1,37.0000,2025-01-18,2025-01-20,2025-01-20,closed,demand_shock
0094c40f-0fd0-50db-8acc-d06386ed3b56,2878b9b1-ca6a-5f7d-9847-6edbb62d0641,POL-00000125-SCH-1,1,22800.0000,2025-06-02,2025-06-05,2025-06-05,closed,missing_supplier_signal
a2376e01-ca47-5262-8f7d-9a71c7b025a6,8ae03cd7-a70c-5ed8-9f08-64bceb7fcd26,POL-00000126-SCH-1,1,161.0000,2025-07-15,,2025-07-17,closed,
0d9e4545-5b06-53dc-9610-954e71dc07ef,838cb9f2-fc23-5d11-b215-9156d970350c,POL-00000127-SCH-1,1,7680.0000,2025-07-06,2025-07-06,2025-07-06,closed,
dcaf8aa7-e918-506e-a4c5-4f70ae55598d,58661070-9c5b-5273-81b2-9ed34aa8fc54,POL-00000128-SCH-1,1,30.5000,2025-05-07,2025-05-10,2025-05-10,closed,split_schedule
447f555e-e886-5d0b-ba26-4539f11be84e,58661070-9c5b-5273-81b2-9ed34aa8fc54,POL-00000128-SCH-2,1,30.5000,2025-05-11,,2025-05-14,closed,split_schedule
920a4bf9-3d62-5220-8656-86d80b3a6fe2,58661070-9c5b-5273-81b2-9ed34aa8fc54,POL-00000128-SCH-3,1,30.5000,2025-05-20,2025-05-22,2025-05-22,closed,split_schedule
871f952b-212f-55ac-9621-a8d495f71c7a,58661070-9c5b-5273-81b2-9ed34aa8fc54,POL-00000128-SCH-4,1,30.5000,2025-05-25,2025-05-25,2025-05-25,closed,split_schedule
54d5fe41-6df6-5a4b-be7a-4383add89d66,eb448e62-4e87-5b8e-98ab-8b510bbaad41,POL-00000129-SCH-1,1,294.0000,2025-01-25,2025-01-28,2025-01-28,closed,missing_supplier_signal
143c5859-880a-5f09-af82-f3ec78738d5e,6a6f7350-a718-5509-8435-a21b8f26bc5a,POL-00000130-SCH-1,1,25.5000,2025-08-09,,2025-08-09,closed,missing_supplier_signal;split_schedule
3542d404-8590-5b5b-a46d-7bff903ef29f,6a6f7350-a718-5509-8435-a21b8f26bc5a,POL-00000130-SCH-2,1,25.5000,2025-08-11,2025-08-13,2025-08-13,closed,missing_supplier_signal;split_schedule
bd4558a8-d3b7-5c44-a3c4-1b97c191adb3,ca742467-8c3c-5527-90bd-95b94e38588d,POL-00000131-SCH-1,1,804.0000,2026-03-18,2026-03-19,2026-03-19,closed,split_schedule
8bb95cf8-1601-55c8-b406-35f8a218aad3,ca742467-8c3c-5527-90bd-95b94e38588d,POL-00000131-SCH-2,1,804.0000,2026-03-22,,2026-03-22,closed,split_schedule
f8a9a51c-1fc5-5c18-8163-05087a865e7a,d57b64a6-cc81-5d3e-930a-2554462e96b4,POL-00000132-SCH-1,1,3312.0000,2024-07-20,2024-07-20,2024-07-20,closed,supplier_deterioration
08ef62d8-98de-5b39-a8fe-a323fdd5645f,0f32f0a8-3025-5828-82d6-1de6c9141a49,POL-00000133-SCH-1,1,145.0000,2025-09-10,2025-09-11,2025-09-11,closed,
49886f06-2bb7-5cb8-a4bc-615cdd8390ae,a3a9d84a-fd4c-5dfd-b97a-41b8ee50bf73,POL-00000134-SCH-1,1,52.0000,2025-10-04,2025-10-06,2025-10-06,closed,missing_supplier_signal;split_schedule
196970a5-519a-5f47-8e9d-2abcfddd9dc5,a3a9d84a-fd4c-5dfd-b97a-41b8ee50bf73,POL-00000134-SCH-2,1,52.0000,2025-10-06,2025-10-08,2025-10-08,closed,missing_supplier_signal;split_schedule
f9809a78-2e60-5992-91ec-2e28d0779868,a3a9d84a-fd4c-5dfd-b97a-41b8ee50bf73,POL-00000134-SCH-3,1,52.0000,2025-10-16,2025-10-16,2025-10-16,closed,missing_supplier_signal;split_schedule
64e9f495-9d11-57b6-87c3-b03cd14fff8b,a3a9d84a-fd4c-5dfd-b97a-41b8ee50bf73,POL-00000134-SCH-4,1,52.0000,2025-10-28,2025-10-30,2025-10-30,closed,missing_supplier_signal;split_schedule
1ce58267-3af4-5146-b1f5-660d073b9e3c,88f66cee-46ee-52a0-b982-4b85cd0c3878,POL-00000135-SCH-1,1,4848.0000,2026-02-24,2026-02-26,2026-02-26,closed,missing_inventory_signal
aaecf6ee-722f-544a-b030-21aaf26cb644,715fb631-4d84-5ee6-84ec-78b162d593c1,POL-00000136-SCH-1,1,3840.0000,2025-01-07,2025-01-09,2025-01-09,closed,missing_inventory_signal
21800460-01b8-563c-9737-cbb8434d9b03,9c1ea9dd-f757-5691-b94c-18fbb100b615,POL-00000137-SCH-1,1,13560.0000,2025-10-24,2025-10-24,2025-10-24,closed,demand_shock
9e01bc2e-b2dd-5833-a646-0b3d4f2df189,f630b228-21eb-5290-b85f-d8cf940ff6a4,POL-00000138-SCH-1,1,42.5000,2024-11-28,2024-12-01,2024-12-01,closed,split_schedule
5719c2aa-d734-5eb2-be26-74a52ae394ce,f630b228-21eb-5290-b85f-d8cf940ff6a4,POL-00000138-SCH-2,1,42.5000,2024-12-07,2024-12-07,2024-12-07,closed,split_schedule
44ef3625-6941-521b-8808-d1a661ef9eea,f630b228-21eb-5290-b85f-d8cf940ff6a4,POL-00000138-SCH-3,1,42.5000,2024-12-06,2024-12-07,2024-12-07,closed,split_schedule
28259cf3-47d7-5568-be7b-4587789dcfae,f630b228-21eb-5290-b85f-d8cf940ff6a4,POL-00000138-SCH-4,1,42.5000,2024-12-13,2024-12-13,2024-12-13,closed,split_schedule
dbba2166-248c-5d0f-a4e3-81e9cda2a488,6ebf00dc-c8e4-584d-9918-4cd6be761326,POL-00000139-SCH-1,1,2340.0000,2026-04-07,2026-04-07,2026-04-07,closed,missing_supplier_signal
9d3a0fec-eb6b-55a1-807c-dbc30dc58d68,25a61bbb-1397-5b78-b511-6a6ca7b8e7a9,POL-00000140-SCH-1,1,97.0000,2025-02-09,2025-02-11,2025-02-11,closed,
0c146ff3-1fb5-5eb5-b88c-dfa670fc7b23,ff52bf3d-3085-570c-a005-cda53150a7fe,POL-00000141-SCH-1,1,2856.0000,2026-04-16,,2026-04-17,closed,
399bccb1-76c0-5cbd-b75b-9fb280ed9570,54e45966-1b7b-5c2f-a912-718435feadd5,POL-00000142-SCH-1,1,222.0000,2025-06-24,2025-06-25,2025-06-25,closed,split_schedule
b826791f-c044-53b1-8dc0-ac60ea54740e,54e45966-1b7b-5c2f-a912-718435feadd5,POL-00000142-SCH-2,1,222.0000,2025-06-27,2025-06-30,2025-06-30,closed,split_schedule
e0567d8d-ee74-52d9-9768-1134efd08d93,54e45966-1b7b-5c2f-a912-718435feadd5,POL-00000142-SCH-3,1,222.0000,2025-07-11,2025-07-11,2025-07-11,closed,split_schedule
5226052d-8b2f-5539-baf8-78232a8a97c6,54e45966-1b7b-5c2f-a912-718435feadd5,POL-00000142-SCH-4,1,222.0000,2025-06-29,2025-07-01,2025-07-01,closed,split_schedule
49fa0bec-651a-59d4-a8e9-e4b54769c81a,e2191bba-ab41-5cc2-847d-c0204df046e1,POL-00000143-SCH-1,1,87.0000,2025-11-13,2025-11-13,2025-11-13,closed,
c16feb4b-7241-5eff-ab7d-5143e8c6e27e,eb44da56-30cc-5681-aba6-4e33f758d1d6,POL-00000144-SCH-1,1,11280.0000,2025-01-22,2025-01-22,2025-01-22,closed,supplier_deterioration
682d1532-dabf-57bb-9b86-9c6c4eab9069,10862e63-daf3-5f53-ab7e-7891b132ec6f,POL-00000145-SCH-1,1,5760.0000,2026-02-10,2026-02-12,2026-02-12,closed,missing_inventory_signal
56d0d4f2-67fe-52a6-9c35-d1d1379a1ffe,0334fb3e-920d-51a6-a6ca-04dab00a654d,POL-00000146-SCH-1,1,147.0000,2024-09-07,2024-09-07,2024-09-07,closed,
c58143c2-2278-5f78-8ea9-d3cd22a4d27e,51607152-a019-5b5d-bb57-55c68b0e5f3e,POL-00000147-SCH-1,1,105.0000,2025-06-24,2025-06-26,2025-06-26,closed,split_schedule
43735d2a-ac86-519f-9532-38f5ecd2a2de,51607152-a019-5b5d-bb57-55c68b0e5f3e,POL-00000147-SCH-2,1,105.0000,2025-07-01,2025-07-03,2025-07-03,closed,split_schedule
dcda190b-6e92-5408-a60c-96e214c1cb63,bc30ee9f-4785-5348-a18e-470aa0099e48,POL-00000148-SCH-1,1,23.7500,2025-05-29,2025-05-30,2025-05-30,closed,split_schedule
8c37a6fc-7d01-596b-a9ab-25c618395bdf,bc30ee9f-4785-5348-a18e-470aa0099e48,POL-00000148-SCH-2,1,23.7500,2025-06-04,2025-06-07,2025-06-07,closed,split_schedule
b04dc92c-e34a-560a-8a00-d29c06dc7123,bc30ee9f-4785-5348-a18e-470aa0099e48,POL-00000148-SCH-3,1,23.7500,2025-06-04,2025-06-05,2025-06-05,closed,split_schedule
9889971b-b041-528f-b6a1-587934461d94,bc30ee9f-4785-5348-a18e-470aa0099e48,POL-00000148-SCH-4,1,23.7500,2025-06-05,2025-06-05,2025-06-05,closed,split_schedule
94b4b320-0c4d-5e40-b2c9-48cda664b5d5,4a91a6a0-8caa-5725-a3a1-128b9336f13e,POL-00000149-SCH-1,1,50.2500,2024-08-15,2024-08-15,2024-08-15,closed,split_schedule
a67bb98d-c7f6-54c3-9e06-a5151b23499b,4a91a6a0-8caa-5725-a3a1-128b9336f13e,POL-00000149-SCH-2,1,50.2500,2024-08-19,2024-08-22,2024-08-22,closed,split_schedule
001b1ef9-0223-55b4-8bae-4f0049a960a0,4a91a6a0-8caa-5725-a3a1-128b9336f13e,POL-00000149-SCH-3,1,50.2500,2024-08-20,2024-08-21,2024-08-21,closed,split_schedule
4d42eca4-fd5c-51ca-9d74-8fbd4a1d033f,4a91a6a0-8caa-5725-a3a1-128b9336f13e,POL-00000149-SCH-4,1,50.2500,2024-08-22,2024-08-24,2024-08-24,closed,split_schedule
09c101cc-d94b-56c9-9389-edc5038b7c50,3bb10f4b-339b-5869-9a5e-8a319adb83d7,POL-00000150-SCH-1,1,38640.0000,2025-06-11,2025-06-12,2025-06-12,closed,
cf48278d-dd05-5dff-bd9d-f98bfe5cc319,29083f59-3526-532f-8b0a-f5c5b1f06f28,POL-00000151-SCH-1,1,38160.0000,2024-09-18,2024-09-19,2024-09-19,closed,split_schedule
72bcd62f-4bc3-5b58-9db5-ba3acd2e47f8,29083f59-3526-532f-8b0a-f5c5b1f06f28,POL-00000151-SCH-2,1,38160.0000,2024-09-22,2024-09-23,2024-09-23,closed,split_schedule
a8169605-e164-5680-b200-4b132d469321,6d613d2d-11e2-55d5-b0f4-a8cf572c4178,POL-00000152-SCH-1,1,59.0000,2025-01-09,2025-01-10,2025-01-10,closed,
54ca88a7-d9ab-59f9-9820-bc0b30b20b83,0437ba15-4eda-5526-aa40-64962c056d6d,POL-00000153-SCH-1,1,118.0000,2024-11-17,2024-11-17,2024-11-17,closed,
5f6024ec-6c1e-518a-a46a-e133b262f317,a38b901d-d0f4-56bb-85ba-7e70f8866156,POL-00000154-SCH-1,1,960.0000,2025-02-08,2025-02-10,2025-02-10,closed,
2895c7ae-b638-5a11-a22f-35a4b953935f,77a335b0-f76a-5a8f-805b-096ac95001c1,POL-00000155-SCH-1,1,1560.0000,2025-12-21,,2025-12-21,closed,
4e6dc508-b93b-5cf9-b9f1-f11bf3249122,a087a4f7-76b3-57ee-a2c2-eed7c2c4d7a8,POL-00000156-SCH-1,1,189.0000,2026-01-30,2026-02-01,2026-02-01,closed,
aa4b2716-0cc3-5ed7-a60c-1f446ad71063,8f3b0bc3-1fda-5ff9-bd01-d0987ffbf056,POL-00000157-SCH-1,1,786.0000,2025-02-10,2025-02-12,2025-02-12,closed,missing_supplier_signal
444c4780-58ed-5708-96b4-c8d89a5972e5,86b41b2c-8089-5ef2-afac-2861af67d47b,POL-00000158-SCH-1,1,80.0000,2025-06-09,2025-06-11,2025-06-11,closed,
da000f37-17fa-5f55-a681-93d6cdf9a659,03623eea-a8cb-5ce8-a432-055ad86d38c3,POL-00000159-SCH-1,1,16.0000,2024-10-05,2024-10-05,2024-10-05,closed,
02e35bdc-3c15-5e7c-a271-342822644a37,d829883d-37a7-57c8-9759-d7118fefd1ac,POL-00000160-SCH-1,1,13.0000,2024-08-05,2024-08-08,2024-08-08,closed,
6a29b3c3-5a71-5f96-8ecc-393695a8ff6c,fd515219-9963-5043-86bb-4125192e6ba4,POL-00000161-SCH-1,1,6432.0000,2025-04-14,2025-04-15,2025-04-15,closed,
0a43100c-c121-5086-a826-5a83f5f2ea6b,bd9c6d3b-0cc4-5191-9d68-6bb68a5cc8ac,POL-00000162-SCH-1,1,6180.0000,2025-02-06,2025-02-07,2025-02-07,closed,missing_supplier_signal;split_schedule
d271a503-a707-581c-b06d-44007aaaf26b,bd9c6d3b-0cc4-5191-9d68-6bb68a5cc8ac,POL-00000162-SCH-2,1,6180.0000,2025-02-14,2025-02-14,2025-02-14,closed,missing_supplier_signal;split_schedule
343e1141-6a0a-570e-9439-537050d73fb9,bd9c6d3b-0cc4-5191-9d68-6bb68a5cc8ac,POL-00000162-SCH-3,1,6180.0000,2025-02-12,2025-02-13,2025-02-13,closed,missing_supplier_signal;split_schedule
cb1bee98-6281-56a9-aa12-392a4febf82b,bd9c6d3b-0cc4-5191-9d68-6bb68a5cc8ac,POL-00000162-SCH-4,1,6180.0000,2025-02-13,2025-02-16,2025-02-16,closed,missing_supplier_signal;split_schedule
a46ae9c1-4202-57a1-a370-e553c65cbc5e,ac3f9ca3-6fd8-5ff6-b511-8984d5a49bae,POL-00000163-SCH-1,1,130.0000,2025-10-15,2025-10-17,2025-10-17,closed,
bf782b2d-7fbc-5047-8724-e28dfa61b671,3167b658-ad3e-55c2-864b-9f6dc5cf3dcf,POL-00000164-SCH-1,1,38.0000,2024-09-09,2024-09-09,2024-09-09,closed,split_schedule
d03f30c1-0b84-5dd2-bf1b-deb437c1a4e3,3167b658-ad3e-55c2-864b-9f6dc5cf3dcf,POL-00000164-SCH-2,1,38.0000,2024-09-15,,2024-09-17,closed,split_schedule
d9d2749e-869b-5494-99a4-43efb2723f77,73a6e20b-fdf7-5c3d-a4fd-f94173898ae3,POL-00000165-SCH-1,1,4140.0000,2025-09-26,2025-09-26,2025-09-26,closed,split_schedule
740293f8-8b3f-528f-9bce-6e6b46f1b3b4,73a6e20b-fdf7-5c3d-a4fd-f94173898ae3,POL-00000165-SCH-2,1,4140.0000,2025-09-26,2025-09-28,2025-09-28,closed,split_schedule
c85205f7-441b-5f88-a9b4-6f025a085f58,73a6e20b-fdf7-5c3d-a4fd-f94173898ae3,POL-00000165-SCH-3,1,4140.0000,2025-09-28,2025-09-30,2025-09-30,closed,split_schedule
c99c8048-79e2-53d6-8762-ca1bae51995b,73a6e20b-fdf7-5c3d-a4fd-f94173898ae3,POL-00000165-SCH-4,1,4140.0000,2025-10-02,2025-10-05,2025-10-05,closed,split_schedule
d11a5765-4a6b-54d4-8296-9a2128787cb7,3b48f4fb-2796-5b7c-9f2e-d8d4b972a310,POL-00000166-SCH-1,1,270.0000,2025-09-20,,2025-09-20,closed,split_schedule
f67d2056-4f49-5a56-bf6b-fde9adee9216,3b48f4fb-2796-5b7c-9f2e-d8d4b972a310,POL-00000166-SCH-2,1,270.0000,2025-09-21,2025-09-22,2025-09-22,closed,split_schedule
fe84b1a0-f3e7-57f8-8cbc-d3a0f51c2e04,3b48f4fb-2796-5b7c-9f2e-d8d4b972a310,POL-00000166-SCH-3,1,270.0000,2025-09-28,2025-09-28,2025-09-28,closed,split_schedule
094695c4-f555-54a3-b289-b93f40d8fd40,3b48f4fb-2796-5b7c-9f2e-d8d4b972a310,POL-00000166-SCH-4,1,270.0000,2025-10-12,2025-10-14,2025-10-14,closed,split_schedule
c2d37dcf-9e5f-5862-858c-fcd4941f44e0,6ea98f6f-2b50-5e3b-824d-8120b0e4163a,POL-00000167-SCH-1,1,21120.0000,2025-01-08,2025-01-08,2025-01-08,closed,
e6757445-29bd-59f7-8aa8-2360d094106d,6db46820-2f74-5def-b029-9d8e6ebba03c,POL-00000168-SCH-1,1,11040.0000,2026-05-26,,2026-05-26,closed,
39176c5a-d8ec-5861-8aa2-bdf2a5df900a,a52e64b5-c2ad-5f39-9ea8-fad292a6581d,POL-00000169-SCH-1,1,14760.0000,2026-03-27,,2026-03-30,closed,
beb6874f-90fc-505c-bcc3-d4d666da2bb4,1051b290-e3df-5e4b-91b6-4df2456bae4a,POL-00000170-SCH-1,1,148.0000,2024-12-16,,2024-12-17,closed,
8c1acfdb-3b8c-5ae1-b8c1-412b74eff7e1,7cbfffa6-f459-5e3e-8b69-90ad43abe3eb,POL-00000171-SCH-1,1,3336.0000,2024-11-21,2024-11-23,2024-11-23,closed,
a4be7967-1c0d-5963-9c5e-58114bbf985b,6328348e-f21e-59e8-907c-dcfcc8ed8c3c,POL-00000172-SCH-1,1,114.0000,2025-08-10,2025-08-11,2025-08-11,closed,
ee4a9aee-9e59-5f1a-b631-f5410c1c447d,f4534cb9-f16a-5f73-b4ce-66fa4d5c107a,POL-00000173-SCH-1,1,18240.0000,2024-12-04,2024-12-05,2024-12-05,closed,
fb00a1d7-48db-5782-9c18-32e4c5658627,8ef43d8d-27bc-5938-8c1b-b1e2ca89d36f,POL-00000174-SCH-1,1,37.0000,2024-10-31,2024-11-01,2024-11-01,closed,supplier_deterioration
0adc50fd-e769-5dbe-b71f-caaf0d342b91,38319365-d5c6-5f50-931e-707d4cfd5a62,POL-00000175-SCH-1,1,53.3333,2025-01-31,2025-02-03,2025-02-03,closed,split_schedule
dffe3c0f-d02c-5f5b-998d-156c878b7986,38319365-d5c6-5f50-931e-707d4cfd5a62,POL-00000175-SCH-2,1,53.3333,2025-02-08,2025-02-10,2025-02-10,closed,split_schedule
5970ed2f-bf12-5490-ba27-551d28365ac5,38319365-d5c6-5f50-931e-707d4cfd5a62,POL-00000175-SCH-3,1,53.3334,2025-02-18,2025-02-19,2025-02-19,closed,split_schedule
83644c3a-6cd4-5b75-99a7-84059b8046ec,d6abc4da-f115-5b65-b1c6-24ec0beb36d9,POL-00000176-SCH-1,1,21120.0000,2025-06-14,2025-06-15,2025-06-15,closed,
61675c56-f6c4-59b2-b37c-bc80994e2b01,7b1d57d2-9def-5ae8-b1ea-6014af93de99,POL-00000177-SCH-1,1,1464.0000,2024-12-15,2024-12-16,2024-12-16,closed,
68dded42-01b4-5905-a5bd-b707898174c0,aa9bc1aa-faaf-5950-9cea-b651777b1fc2,POL-00000178-SCH-1,1,2400.0000,2025-10-13,2025-10-13,2025-10-13,closed,
d9597543-e1d0-56dc-91b1-2db3e31d78cf,65f37411-19b1-54e4-88ba-0fd64e01acd8,POL-00000179-SCH-1,1,166.0000,2025-01-21,2025-01-22,2025-01-22,closed,
09f929b5-958d-52ab-8861-95afab67b523,4903bb3a-76ca-5dc7-9961-ff14c62c986e,POL-00000180-SCH-1,1,264.0000,2025-07-22,2025-07-24,2025-07-24,closed,
ebe8ad4a-8c16-5cd8-a647-44d9871ab49f,cf639996-6d2e-5123-be62-fb7f7eab431e,POL-00000181-SCH-1,1,3056.0000,2025-04-29,2025-04-29,2025-04-29,closed,split_schedule
e427a872-93ea-5cf4-9b07-f65be4f58d8d,cf639996-6d2e-5123-be62-fb7f7eab431e,POL-00000181-SCH-2,1,3056.0000,2025-04-30,2025-05-02,2025-05-02,closed,split_schedule
4bd2a880-1694-5b60-88b0-39165aceb986,cf639996-6d2e-5123-be62-fb7f7eab431e,POL-00000181-SCH-3,1,3056.0000,2025-05-13,2025-05-15,2025-05-15,closed,split_schedule
9c399111-5133-57a8-983c-a9b0b0078ae8,2776f346-c05f-5822-af31-fd30273b4e53,POL-00000182-SCH-1,1,3840.0000,2024-09-08,2024-09-11,2024-09-11,closed,missing_inventory_signal
917c67c3-3405-5c5b-81bc-8fda2a539c1a,dde59706-7141-558f-944c-4019addff4bb,POL-00000183-SCH-1,1,8220.0000,2025-04-20,2025-04-23,2025-04-23,closed,split_schedule
d9077563-7928-562f-b51c-7e2b1108681f,dde59706-7141-558f-944c-4019addff4bb,POL-00000183-SCH-2,1,8220.0000,2025-04-26,2025-04-28,2025-04-28,closed,split_schedule
8d3a8815-9c73-5824-9978-9ee496b4677a,2269f77c-358a-5f22-b58e-8258c8d46bc7,POL-00000184-SCH-1,1,47040.0000,2024-08-23,2024-08-25,2024-08-25,closed,
e6c4659d-4ef0-5d9b-ac6e-2ca019eccd07,d8113daa-29fc-5dcc-9e23-5f69a82f1f4c,POL-00000185-SCH-1,1,16800.0000,2026-01-13,2026-01-14,2026-01-14,closed,missing_supplier_signal
156a378b-44d6-5d3d-8cb7-bdcd5fbb1847,06198182-6bc2-563a-81a9-041e059cfa54,POL-00000186-SCH-1,1,504.0000,2024-08-25,2024-08-27,2024-08-27,closed,
95c00366-ba83-5a5a-b0ff-15496fd1760d,29db1425-b742-5939-a46c-6586f1925402,POL-00000187-SCH-1,1,56.0000,2026-03-20,2026-03-20,2026-03-20,closed,
e0c83258-564f-5cf9-8827-54b3d46eb426,1bfc6b4c-bc10-5068-a0e3-c7a048fce5d8,POL-00000188-SCH-1,1,97.0000,2025-03-31,2025-03-31,2025-03-31,closed,
ad0b613b-7dc2-5ab4-855e-492b78e6825a,f808a450-df33-58af-b40d-9392767007aa,POL-00000189-SCH-1,1,468.0000,2026-02-04,2026-02-04,2026-02-04,closed,split_schedule
5fe025c0-4875-5e13-978c-cef6911ead2e,f808a450-df33-58af-b40d-9392767007aa,POL-00000189-SCH-2,1,468.0000,2026-02-04,2026-02-06,2026-02-06,closed,split_schedule
eb24bf8d-fa50-5ee6-9508-336b9dfe48d9,1a3f0e75-ab4b-57b6-abd7-9c332f61126f,POL-00000190-SCH-1,1,15120.0000,2025-11-08,2025-11-09,2025-11-09,closed,
12d89a4d-c53e-5c55-9e99-67818562a52f,b37b2dff-2f3f-5b80-b78e-137c5ae9abb2,POL-00000191-SCH-1,1,240.0000,2026-06-04,2026-06-05,2026-06-05,closed,
